tis_number,tis_name_th,snapshot_date,num_manufacturing_licenses,num_import_licenses,import_dependency_ratio,domestic_share_ratio
2147-2546,ก๊อกน้ำอัตโนมัติสำหรับเครื่องสุขภัณฑ์,2025-11-01,0,0,0.0,0.0
2148-2546,ก๊อกน้ำอัตโนมัติสำหรับเครื่องสุขภัณฑ์ เฉพาะด้านสิ่งแวดล้อม : การประหยัดน้ำ,2025-11-01,0,0,0.0,0.0
2149-2546,ก๊อกน้ำติดผนังสำหรับห้องน้ำ,2025-11-01,0,0,0.0,0.0
2150-2564,พอลิอะลูมิเนียมคลอไรด์ชนิดเหลว,2025-11-01,0,0,0.0,0.0
2151-2555,พอลิยูรีเทนเคลือบผิวชนิดแยกส่วนผสมสองส่วนใช้งานทั่วไป,2025-11-01,0,0,0.0,0.0
2156-2547,มอดิฟายด์แอสฟัลต์ซีเมนต์สำหรับงานทาง,2025-11-01,0,0,0.0,0.0
2157-2547,มอดิฟายด์แอสฟัลต์อิมัลชันสำหรับงานทาง,2025-11-01,0,0,0.0,0.0
216-2524,ท่อพีวีซีแข็งสำหรับใช้ร้อยสายไฟฟ้าและสายโทรศัพท์,2025-11-01,0,0,0.0,0.0
2165-2561,เคเบิลเส้นใยนำแสง เล่ม 3(10) : เคเบิลภายนอกอาคาร - ข้อกำหนดคุณลักษณะเป็นรายกลุ่ม สำหรับเคเบิลเส้นใยนำแสงโทรคมนาคมชนิดติดตั้งในท่อร้อยสาย ฝังดินโดยตรง และแขวนในอากาศโดยใช้ลวดพัน,2025-11-01,5,23,0.8214285420918378,0.17857142219387778
2166-2548,เคเบิลเส้นใยนำแสง เล่ม 3-20 : เคเบิลภายนอกอาคาร -ข้อกำหนดคุณลักษณะเป็นรายกลุ่มสำหรับเคเบิลเส้นใยนำแสงโทรคมนาคม แขวนในอากาศรับน้ำหนักตัวเองได้,2025-11-01,39,237,0.8586956490626969,0.14130434731411468
217-2556,กรดไฮโดรคลอริกสำหรับอุตสาหกรรม,2025-11-01,0,0,0.0,0.0
218-2520,อะลูมิเนียมชุบผิว,2025-11-01,0,0,0.0,0.0
2186-2561,ตู้เย็นและตู้เย็นแบบมีช่องแช่เยือกแข็งสำหรับใช้ในที่อยู่อาศัย ข้อกำหนดด้านสิ่งแวดล้อม : ประสิทธิภาพพลังงาน,2025-11-01,14,89,0.8640776615138092,0.1359223287774531
219-2566,แผ่นยิปซัม,2025-11-01,0,0,0.0,0.0
2202-2547,สายไฟฟ้าแรงดันสูงหุ้มด้วยฉนวนครอสลิงกด์พอลิเอทิลีน สำหรับแรงดันไฟฟ้าที่กำหนดตั้งแต่ 60 กิโลโวลต์ ถึง 115 กิโลโวลต์,2025-11-01,8,1,0.11111109876543349,0.8888887901234679
2203-2558,กระจกลวดลาย,2025-11-01,0,0,0.0,0.0
221-2558,ซิงก์ออกไซด์สำหรับอุตสาหกรรมทั่วไป,2025-11-01,0,0,0.0,0.0
2214-2561,ตู้เย็นและตู้เย็นแบบมีช่องแช่เยือกแข็ง สำหรับใช้ในที่อยู่อาศัย ข้อกำหนดด้านความปลอดภัย,2025-11-01,14,106,0.8833333259722222,0.11666666569444445
2217-2548,เซลล์และแบตเตอรี่ทุติยภูมิที่มีอิเล็กโทรไลต์แอลคาไลน์หรืออิเล็กโทรไลต์อื่นที่ไม่ใช่กรด สำหรับการใช้งานแบบพกพา เฉพาะด้านความปลอดภัย,2025-11-01,10,1706,0.9941724935931395,0.005827505824109845
2223-2565,เหล็กกล้าทรงแบนเคลือบสังกะสี โดยกรรมวิธีทางไฟฟ้า,2025-11-01,47,70,0.5982905931770035,0.40170939827598806
2224-2548,ผลิตภัณฑ์ขจัดคราบน้ำมัน,2025-11-01,0,0,0.0,0.0
2226-2548,แผ่นผนังคอนกรีตสำเร็จรูป,2025-11-01,0,0,0.0,0.0
2228-2565,เหล็กกล้าทรงแบนเคลือบอะลูมิเนียม 55% ผสมสังกะสีโดยกรรมวิธีจุ่มร้อน,2025-11-01,28,101,0.7829457303647618,0.2170542618833003
2234-2557,หลอดมีบัลลาสต์ในตัวสำหรับการให้แสงสว่างทั่วไป - คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,1,16,0.9411764152249167,0.05882352595155729
2235-2557,หลอดฟลูออเรสเซนซ์ขั้วเดี่ยว - คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,1,8,0.8888887901234679,0.11111109876543349
224-2533,ท่อคอนกรีตไม่เสริมเหล็กสำหรับงานระบายน้ำ,2025-11-01,0,0,0.0,0.0
2241-2548,สีเคลือบเงาอะคริลิกเรซิน,2025-11-01,0,0,0.0,0.0
2243-2564,เหล็กลวดคาร์บอนสำหรับงานย้ำหัวและงานทุบขึ้นรูปเย็น,2025-11-01,0,0,0.0,0.0
225-2562,ไฮโปคลอไรต์,2025-11-01,0,0,0.0,0.0
2253-2548,ข้อต่อเหล็กหล่อแกรไฟต์กลมสำหรับท่อส่งน้ำชนิดทนความดัน,2025-11-01,0,0,0.0,0.0
2254-2561,สีเท็กซ์เจอร์,2025-11-01,0,0,0.0,0.0
2261-2549,เสื้อชั้นในชาย,2025-11-01,0,0,0.0,0.0
2274-2549,ผลิตภัณฑ์ฟอกผ้าประเภทเพอร์ออกไซด์,2025-11-01,0,0,0.0,0.0
229-2540,อะเซทิลีน,2025-11-01,0,0,0.0,0.0
23-2558,บัลลาสต์สำหรับหลอดฟลูออเรสเซนซ์ - คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,3,2,0.399999920000016,0.599999880000024
2303-2564,แผ่นฉนวนความร้อนใยแร่,2025-11-01,0,0,0.0,0.0
2311-2549,ถังบรรจุก๊าซ-ถังทนความดันสูงสำหรับบรรจุก๊าซธรรมชาติที่ใช้เป็นเชื้อเพลิงสำหรับพาหนะรถยนต์,2025-11-01,0,0,0.0,0.0
2312-2549,เตาหุงต้มในครัวเรือนใช้กับก๊าซปิโตรเลียมเหลว,2025-11-01,0,0,0.0,0.0
2316-2549,เสาเหล็กกล้าเคลือบสังกะสีสำหรับไฟฟ้าแสงสว่าง,2025-11-01,0,0,0.0,0.0
2321-2564,สีอิมัลชันทนสภาวะอากาศ,2025-11-01,0,0,0.0,0.0
2329-2562,ลูกฟุตซอล,2025-11-01,0,0,0.0,0.0
2335-2558,ยานยนต์ประเภท M1 N1 ที่ใช้เครื่องยนต์สันดาปภายใน หรือที่ขับเคลื่อนด้วยไฟฟ้า หรือไฮบริดไฟฟ้า: สารมลพิษคาร์บอนไดออกไซด์ ความสิ้นเปลืองเชื้อเพลิง - พลังงานไฟฟ้า และระยะขับเคลื่อนด้วยไฟฟ้า,2025-11-01,0,0,0.0,0.0
2336-2552,มาตรพลังงานไฟฟ้ากระแสสลับ : ข้อกำหนดเฉพาะ มาตรกลไฟฟ้าสำหรับพลังงานไฟฟ้าใช้งาน (ชั้น 0.5 ชั้น 1 และ ชั้น 2),2025-11-01,0,0,0.0,0.0
2337-2557,บัลลาสต์สำหรับหลอดฟลูออเรสเซนซ์ : คุณลักษณะที่ต้องการด้านประสิทธิภาพพลังงาน,2025-11-01,3,4,0.57142848979593,0.4285713673469475
2341-2564,สายไฟฟ้าอากาศตัวนำอะลูมิเนียมหุ้มฉนวนและเปลือกครอสลิงกด์พอลิเอทิลีน สำหรับแรงดันไฟฟ้าที่กำหนด 25 kV และ 35 kV,2025-11-01,0,0,0.0,0.0
2344-2563,สีสังเคราะห์ : สีซัลเฟอร์,2025-11-01,1,15,0.9374999414062536,0.06249999609375024
2345-2550,ธูป,2025-11-01,0,0,0.0,0.0
2346-2566,เสื้อผ้าสำเร็จรูป : ความปลอดภัยจากสีและสารเคมีที่เป็นอันตราย,2025-11-01,0,0,0.0,0.0
2356-2550,แผ่นพีวีซีโฟมแข็ง,2025-11-01,0,0,0.0,0.0
2357-2550,ท่ออะคริโลไนไทรล์-บิวทาไดอีน-สไตรีน (เอบีเอส) ทนความดัน,2025-11-01,0,0,0.0,0.0
236-2548,หลอดฟลูออเรสเซนซ์ขั้วคู่,2025-11-01,0,0,0.0,0.0
2369-2551,กรดไนทริกสำหรับอุตสาหกรรม,2025-11-01,0,0,0.0,0.0
237-2564,แหวนยางสำหรับท่อน้ำ,2025-11-01,0,0,0.0,0.0
2377-2559,แผ่นยางปูพื้น,2025-11-01,0,0,0.0,0.0
2378-2559,บล็อกยางปูพื้น,2025-11-01,0,0,0.0,0.0
238-2520,ถังน้ำเหล็กอาบสังกะสี,2025-11-01,0,0,0.0,0.0
2385-2551,สายต่อใช้ในการแพทย์,2025-11-01,0,0,0.0,0.0
2386-2555,สีรองพื้นกันสนิมซิงก์ฟอสเฟต,2025-11-01,0,0,0.0,0.0
2387-2555,สีรองพื้นกันสนิม,2025-11-01,0,0,0.0,0.0
239-2561,กระดาษเช็ดมือ,2025-11-01,0,0,0.0,0.0
2391-2551,สารละลายเฟร์ริกคลอไรด์,2025-11-01,0,0,0.0,0.0
2392-2551,เครื่องกรองน้ำดื่ม,2025-11-01,0,0,0.0,0.0
24-2559,เหล็กเส้นเสริมคอนกรีต : เหล็กข้ออ้อย,2025-11-01,46,3,0.06122448854643901,0.9387754910453981
240-2561,กระดาษเช็ดปาก,2025-11-01,0,0,0.0,0.0
2424-2565,หน้ากากอนามัยใช้ครั้งเดียว,2025-11-01,0,0,0.0,0.0
2425-2560,เครื่องตัดวงจรใช้กระแสเหลือแบบไม่มีอุปกรณ์ป้องกันกระแสเกิน สำหรับใช้ในที่อยู่อาศัยและใช้ในลักษณะที่คล้ายกัน เล่ม 1 หลักเกณฑ์ทั่วไป,2025-11-01,2,46,0.958333313368056,0.041666665798611134
2426-2552,เตาเผาไฟฟ้า : แบบความต้านทาน,2025-11-01,0,0,0.0,0.0
2432-2555,เต้าเสียบและเต้ารับสำหรับใช้ในที่อยู่อาศัยและงานทั่วไปที่มีจุดประสงค์คล้ายกัน : ชุดสายพ่วง,2025-11-01,72,122,0.6288659761398661,0.37113401870549473
2434-2552,สายเคเบิลโทรคมนาคม ตัวนำทองแดง หุ้มฉนวนพอลิโอเลฟิน สำหรับการติดตั้งแบบแขวนในอากาศ,2025-11-01,8,5,0.3846153550295881,0.615384568047341
2438-2552,ที่นอนโฟมพอลิสไตรีน,2025-11-01,0,0,0.0,0.0
2440-2552,เครื่องใช้เหล็กกล้าไร้สนิม: ภาชนะหุงต้มที่มีรอยประสาน,2025-11-01,14,1,0.06666666222222252,0.9333332711111153
2441-2562,ถังก๊าซปิโตรเลียมเหลว : ถังคอมโพสิต,2025-11-01,0,0,0.0,0.0
2461-2565,ตู้น้ำร้อนน้ำเย็นบริโภคและตู้น้ำเย็นบริโภค เฉพาะด้านความปลอดภัย,2025-11-01,4,7,0.636363578512402,0.3636363305785154
247-2552,ด้ายเย็บพอลิเอสเทอร์,2025-11-01,0,0,0.0,0.0
2477-2552,ถุงฝายยาง,2025-11-01,0,0,0.0,0.0
2479-2552,ยางกันเรือกระแทกรูปท่อทรงกระบอกและรูปตัววี,2025-11-01,0,0,0.0,0.0
248-2567,ราวเหล็กลูกฟูกกันรถสำหรับทางสัญจร,2025-11-01,0,0,0.0,0.0
2480-2562,หน้ากากใช้ครั้งเดียวชนิด N95 ลดความเสี่ยงการติดเชื้อทางการแพทย์,2025-11-01,0,0,0.0,0.0
2481-2552,เครื่องขูดหินน้ำลายไฟฟ้า,2025-11-01,0,0,0.0,0.0
249-2540,ข้อต่อท่อเหล็กหล่ออบเหนียวต่อด้วยเกลียว,2025-11-01,0,0,0.0,0.0
2493 เล่ม 1-2554,ภาชนะพลาสติกบรรจุอาหารสำหรับเตาไมโครเวฟ เล่ม 1 สำหรับการอุ่น,2025-11-01,66,40,0.377358487006052,0.6226415035599858
2493 เล่ม 2-2556,ภาชนะพลาสติกบรรจุอาหารสำหรับเตาไมโครเวฟ เล่ม 2 สำหรับการอุ่นครั้งเดียว,2025-11-01,117,60,0.33898304893229914,0.6610169454179834
2502-2553,พรมทอ,2025-11-01,0,0,0.0,0.0
2505-2553,ถุงมือยางที่ใช้ในอุตสาหกรรมอาหาร,2025-11-01,0,0,0.0,0.0
2507-2553,ยางกันเรือกระแทกรูปตัวดีและรูปจัตุรัส,2025-11-01,0,0,0.0,0.0
2508-2555,กระเบื้องเซรามิก,2025-11-01,21,1590,0.9869646176368934,0.013035381742374064
251-2554,ผ้าโปร่งดูดซึม ผ้าพันแผล และผ้าซับ,2025-11-01,0,0,0.0,0.0
2514-2564,สีอิมัลชันลดความร้อนจากแสงอาทิตย์,2025-11-01,0,0,0.0,0.0
2515-2555,สีเคลือบเงาชนิดน้ำ,2025-11-01,0,0,0.0,0.0
2517-2561,หลอดให้สารละลายทางหลอดเลือดแบบมีเข็มนำใช้ครั้งเดียว,2025-11-01,0,0,0.0,0.0
2518-2557,ท่ออีพ็อกซีเรซินเสริมใยแก้ว สำหรับใช้ร้อยสายไฟฟ้าและสายโทรศัพท์,2025-11-01,0,0,0.0,0.0
2529-2555,สีจราจรชนิดน้ำ,2025-11-01,0,0,0.0,0.0
253-2521,แหและอวน : ไนลอนและโพลิเอทิลีน,2025-11-01,0,0,0.0,0.0
2532-2563,สีสังเคราะห์ : สีแอซิด,2025-11-01,10,61,0.8591549174766914,0.14084506843880185
2543-2555,มาตรพลังงานไฟฟ้ากระแสสลับ : ข้อกำหนดเฉพาะ มาตรอิเล็กทรอนิกส์สำหรับพลังงานใช้งาน (ชั้น 1 และชั้น 2),2025-11-01,0,0,0.0,0.0
2544-2555,มาตรพลังงานไฟฟ้ากระแสสลับ : ข้อกำหนดเฉพาะ มาตรอิเล็กทรอนิกส์สำหรับพลังงานใช้งาน (ชั้น 0.2S และชั้น 0.5S),2025-11-01,0,0,0.0,0.0
2555-2554,รถยนต์ขนาดเล็กที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยประกายไฟที่ใช้ก๊าซธรรมชาติหรือก๊าซปิโตรเลียมเหลวเป็นเชื้อเพลิง เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 1,2025-11-01,1,0,0.0,0.9999990000010001
2559-2554,พอลิเอทิลีนคอมพาวนด์สำหรับผลิตท่อน้ำดื่ม,2025-11-01,0,0,0.0,0.0
256-2540,ประตูน้ำเหล็กหล่อ : ลิ้นยกแบบรองลิ้นโลหะสำหรับงานประปา,2025-11-01,0,0,0.0,0.0
257-2549,น้ำบริโภค,2025-11-01,0,0,0.0,0.0
2573-2555,เครื่องหมายปุ่มบนพื้นทาง : หมุดสะท้อนแสง,2025-11-01,0,0,0.0,0.0
258-2521,แหวนรองแบบเรียบ,2025-11-01,0,0,0.0,0.0
2594-2567,ปูนซีเมนต์ไฮดรอลิก,2025-11-01,17,2,0.10526315235457093,0.8947367950138528
2595-2566,ปูนซีเมนต์สำหรับงานก่อและงานฉาบ,2025-11-01,0,0,0.0,0.0
2599-2556,ถุงเท้าใช้งานหนัก,2025-11-01,0,0,0.0,0.0
2600-2556,กระเบื้องหินขัดชั้นเดียว,2025-11-01,0,0,0.0,0.0
2601-2556,คอนกรีตบล็อกมวลเบาแบบเติมฟองอากาศ,2025-11-01,0,0,0.0,0.0
2602-2556,กระจกนิรภัยสำหรับยานยนต์,2025-11-01,26,345,0.9299191349597867,0.07008086234479552
2610-2556,ยูนิตทำฟัน,2025-11-01,0,0,0.0,0.0
2611-2556,วัสดุโคลด์พลาสติกสำหรับทำเครื่องหมายบนผิวทาง,2025-11-01,0,0,0.0,0.0
2619-2556,กระเบื้องคอนกรีตเสริมประกอบสำหรับมุงหลังคา,2025-11-01,0,0,0.0,0.0
2622-2556,ภาชนะและเครื่องใช้โลหะเคลือบฟลูออโรพอลิเมอร์สำหรับอาหาร,2025-11-01,2,89,0.9780219672744839,0.021978021736505256
2623 เล่ม 2(1)-2560,ลูกถ้วยแขวนในระบบจำหน่ายไฟฟ้า : พอร์ซเลน,2025-11-01,0,0,0.0,0.0
2623 เล่ม 2(2)-2560,ลูกถ้วยแขวนในระบบส่งไฟฟ้า : พอร์ซเลน,2025-11-01,0,0,0.0,0.0
2623 เล่ม 3-2563,ลูกถ้วยไฟฟ้า เล่ม 3 ลูกถ้วยล้อ: พอร์ซเลน,2025-11-01,0,0,0.0,0.0
2623 เล่ม 4-2563,ลูกถ้วยไฟฟ้า เล่ม 4 : ลูกถ้วยยึดโยง: พอร์ซเลน,2025-11-01,0,0,0.0,0.0
2623 เล่ม 7(1)-2564,ลูกถ้วยไฟฟ้า เล่ม 7(1) ลูกถ้วยหลักรับสายไฟฟ้า : พอร์ซเลน,2025-11-01,0,0,0.0,0.0
2623 เล่ม 7(2)-2564,ลูกถ้วยไฟฟ้า เล่ม 7(2) ลูกถ้วยหลักก้านตรงรับสายไฟฟ้า : พอร์ซเลน,2025-11-01,0,0,0.0,0.0
2623 เล่ม 9-2564,ลูกถ้วยไฟฟ้า เล่ม 9 ลูกถ้วยหลักรับอุปกรณ์: พอร์ซเลน,2025-11-01,0,0,0.0,0.0
2625-2557,สีเคลือบแอลคีด : เฉพาะด้านความปลอดภัย,2025-11-01,64,1,0.015384615147928998,0.9846153694674559
2662-2557,สีพ่นยานยนต์พอลิยูรีเทนชนิดแยกส่วนผสมสองส่วน : สีพื้นรองทับหน้า,2025-11-01,0,0,0.0,0.0
2663-2557,สีพ่นยานยนต์พอลิยูรีเทนชนิดแยกส่วนผสมสองส่วน : สีทับหน้า,2025-11-01,0,0,0.0,0.0
2664-2557,สารเคลือบเงาพอลิยูรีเทนชนิดแยกส่วนผสมสองส่วนสำหรับยานยนต์,2025-11-01,0,0,0.0,0.0
2667-2558,แผ่นยางรองรางรถไฟ,2025-11-01,0,0,0.0,0.0
2668-2558,ยางล้อตันสำหรับรถฟอร์กลิฟต์,2025-11-01,0,0,0.0,0.0
2676-2558,ท่อเหล็กกล้าไร้สนิมออสเทไนต์สำหรับใช้งานทั่วไป,2025-11-01,0,0,0.0,0.0
2682-2563,เม็ดยางใช้ทำพื้นสังเคราะห์,2025-11-01,0,0,0.0,0.0
2683-2563,พื้นสังเคราะห์,2025-11-01,0,0,0.0,0.0
2685-2558,แผ่นอะคริลิกใช้งานทั่วไป : แผ่นหล่อต่อเนื่อง,2025-11-01,0,0,0.0,0.0
2689-2558,ท่อเหล็กกล้าไร้สนิมออสเทไนต์สำหรับโครงสร้างงานตกแต่ง,2025-11-01,0,0,0.0,0.0
27-2543,ถังก๊าซปิโตรเลียมเหลว,2025-11-01,11,0,0.0,0.9999999090909174
2701-2559,ซีเมนต์ไฮดรอลิกเกร้าต์,2025-11-01,0,0,0.0,0.0
2703-2566,กาวซีเมนต์,2025-11-01,0,0,0.0,0.0
2706-2559,มอร์ตาร์สำหรับก่อคอนกรีตบล็อกมวลเบา,2025-11-01,0,0,0.0,0.0
2707-2560,ถังก๊าซ - ถังอะลูมิเนียมเจือมีรอยเชื่อมประเภทบรรจุก๊าซซ้ำ - การออกแบบ การสร้าง และการทดสอบ,2025-11-01,0,0,0.0,0.0
271-2563,บะหมี่กึ่งสำเร็จรูป,2025-11-01,0,0,0.0,0.0
2718-2560,ยางล้อแบบสูบลมสำหรับรถยนต์และส่วนพ่วง,2025-11-01,20,590,0.9672131131685031,0.03278688519215265
2719-2560,ยางล้อแบบสูบลม สำหรับรถยนต์เชิงพาณิชย์และส่วนพ่วง,2025-11-01,24,420,0.9459459438154371,0.05405405393231069
272-2564,สีอิมัลชันใช้งานทั่วไป,2025-11-01,0,0,0.0,0.0
2720-2560,ยางล้อแบบสูบลมสำหรับรถจักรยานยนต์และโมเปด,2025-11-01,21,150,0.8771929773263568,0.12280701682568997
2721-2560,ยางล้อสูบลม : ข้อกำหนดด้านเสียงจากยางล้อที่สัมผัสผิวถนน การยึดเกาะถนนบนพื้นเปียก และความต้านทานการหมุน,2025-11-01,26,736,0.9658792638243054,0.034120734863358614
2731-2559,แอสฟัลต์ซีเมนต์ปรับปรุงคุณภาพด้วยยางธรรมชาติ,2025-11-01,0,0,0.0,0.0
2733-2559,น้ำยางคอมพาวด์เคลือบผ้าปูสระกักเก็บน้ำ,2025-11-01,0,0,0.0,0.0
2735-2559,มอร์ตาร์สำหรับฉาบคอนกรีตมวลเบา,2025-11-01,0,0,0.0,0.0
2737-2559,กระจกอบแข็งด้วยความร้อน,2025-11-01,0,0,0.0,0.0
274-2565,แป้งมันสำปะหลัง,2025-11-01,0,0,0.0,0.0
2753-2567,เหล็กกล้าทรงแบนเคลือบอะลูมิเนียม 55% ผสมสังกะสี โดยกรรมวิธีจุ่มร้อนและเคลือบสี,2025-11-01,0,0,0.0,0.0
276-2562,ท่อเหล็กกล้าคาร์บอนชนิดทนความดัน,2025-11-01,0,0,0.0,0.0
2762-2559,ลูกถ้วยแยกสายไฟฟ้าพอร์ซเลนชนิดเคลือบเซรามิกพร้อมพอลิเมอร์ยึดสายไฟฟ้า,2025-11-01,0,0,0.0,0.0
2764-2559,ท่อลอนพอลิเอทิลีนเสริมเหล็ก,2025-11-01,0,0,0.0,0.0
2773-2560,รถตัดอ้อย,2025-11-01,0,0,0.0,0.0
2774-2560,กำมะถันสำหรับอุตสาหกรรมยาง,2025-11-01,0,0,0.0,0.0
2779-2562,หลอดแอลอีดีขั้วคู่ที่ออกแบบเพื่อเปลี่ยนทดแทนหลอดฟลูออเรสเซนซ์ชนิดตรง-คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,14,135,0.9060402623755687,0.09395973091302194
2780-2562,หลอดแอลอีดีมีบัลลาสต์ในตัวสำหรับการให้แสงสว่างทั่วไป ด้วยแรงดันไฟฟ้ามากกว่า 50 V - คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,11,181,0.9427083284233941,0.05729166636827257
279-2525,ลูกถ้วยก้านตรง : ปอร์ซเลน,2025-11-01,0,0,0.0,0.0
2817-2562,เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็นเคลือบโลหะ สำหรับงานโครงสร้างทั่วไป,2025-11-01,0,0,0.0,0.0
2821-2560,พอลิอะลูมิเนียมคลอไรด์ชนิดผง,2025-11-01,0,0,0.0,0.0
284-2560,อะลูมิเนียมเจืออัดรีดขึ้นรูป,2025-11-01,0,0,0.0,0.0
287-2565,กระดาษพิมพ์และเขียน,2025-11-01,0,0,0.0,0.0
2879-2560,แบตเตอรี่สำรองไฟฟ้าสำหรับการใช้งานแบบพกพา - คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,12,171,0.9344262244020425,0.06557377013347666
2892-2563,ซีเมนต์ยาแนวสำหรับกระเบื้องเซรามิก,2025-11-01,0,0,0.0,0.0
2895-2564,คอนกรีตบล็อกเชิงตันไม่รับน้ำหนัก,2025-11-01,0,0,0.0,0.0
2900-2561,แท่นพลาสติกกั้นจราจร,2025-11-01,0,0,0.0,0.0
291 เล่ม 1-2530,สลักเกลียวหัวหกเหลี่ยม เล่ม 1 ผลิตภัณฑ์ขั้น A และ B,2025-11-01,0,0,0.0,0.0
2915-2561,รถจักรยานยนต์เฉพาะด้านความปลอดภัย - สารมลพิษจากเครื่องยนต์ ระดับที่ 7,2025-11-01,30,39,0.5652173831127916,0.43478260239445504
2916-2561,ยางมะตอยผสมสำเร็จ,2025-11-01,0,0,0.0,0.0
2917-2561,ท่อพอลิเอทิลีนผนังโครงสร้างแบบเรียบสำหรับงานท่อใต้ดิน,2025-11-01,0,0,0.0,0.0
2919-2561,คอนกรีตผสมเสร็จสำหรับสภาพแวดล้อมทางทะเล,2025-11-01,0,0,0.0,0.0
2921-2562,ภาชนะและเครื่องใช้เมลามีน-ฟอร์แมลดีไฮด์ ยูเรีย-ฟอร์แมลดีไฮด์ และเมลามีน-ยูเรีย-ฟอร์แมลดีไฮด์ สำหรับอาหาร: เฉพาะด้านความปลอดภัย,2025-11-01,12,32,0.7272727107438021,0.27272726652892576
293-2541,สายไฟฟ้าอะลูมิเนียมหุ้มด้วยฉนวนโพลิไวนิลคลอไรด์,2025-11-01,41,8,0.16326530279050402,0.8367346768013332
2948-2562,กระดาษสัมผัสอาหาร,2025-11-01,0,0,0.0,0.0
2952-2561,ยานยนต์ประเภท L : คุณลักษณะเฉพาะสำหรับระบบส่งกำลังด้วยไฟฟ้า,2025-11-01,0,0,0.0,0.0
2959-2562,เทอร์โมฟอร์มิงรับเบอร์,2025-11-01,0,0,0.0,0.0
2973-2562,พอลิเมอร์เสริมเส้นใย สำหรับงานโครงสร้างคอนกรีตไม่อัดแรง,2025-11-01,0,0,0.0,0.0
2979-2562,ยางล้อแบบสูบลมหล่อดอกซ้ำ สำหรับยานยนต์เชิงพาณิชย์และส่วนพ่วง,2025-11-01,39,0,0.0,0.999999974358975
2981-2567,เหล็กกล้าทรงแบนเคลือบสังกะสีผสมอะลูมิเนียม 5% ขึ้นไป และแมกนีเซียม 2% ขึ้นไป โดยกรรมวิธีจุ่มร้อน,2025-11-01,0,0,0.0,0.0
2982-2562,เหล็กกล้าทรงแบนรีดร้อนที่ต้านการกัดกร่อนในบรรยากาศ สำหรับงานโครงสร้างเชื่อมประกอบ,2025-11-01,0,0,0.0,0.0
2984-2562,ตู้น้ำดื่มหยอดเหรียญอัตโนมัติ,2025-11-01,0,0,0.0,0.0
3-2562,น้ำปลา,2025-11-01,0,0,0.0,0.0
30-2564,ไนทรัสออกไซด์ทางการแพทย์,2025-11-01,4,0,0.0,0.9999997500000625
3000 เล่ม 1-2562,เครื่องเล่นสนามสาธารณะ เล่ม 1 ชิงช้า ข้อกำหนดเฉพาะเพิ่มเติมด้านความปลอดภัยและวิธีทดสอบ,2025-11-01,8,8,0.4999999687500019,0.4999999687500019
3000 เล่ม 2-2562,เครื่องเล่นสนามสาธารณะ เล่ม 2 กระดานลื่น ข้อกำหนดเฉพาะเพิ่มเติมด้านความปลอดภัย และวิธีทดสอบ,2025-11-01,8,9,0.5294117335640156,0.47058820761245834
3000 เล่ม 3-2563,เครื่องเล่นสนามสาธารณะ เล่ม 3 ม้าหมุน,2025-11-01,7,9,0.5624999648437522,0.4374999726562517
3000 เล่ม 4-2563,เครื่องเล่นสนามสาธารณะ เล่ม 4 อุปกรณ์โยก,2025-11-01,8,12,0.5999999700000015,0.399999980000001
3002-2562,อุปกรณ์ควบคุมหลอด - คุณลักษณะที่ต้องการเฉพาะสำหรับอุปกรณ์ควบคุมอิเล็กทรอนิกส์ ที่ใช้แหล่งจ่ายไฟฟ้ากระแสตรงหรือไฟฟ้ากระแสสลับสำหรับมอดูลแอลอีดี,2025-11-01,0,0,0.0,0.0
3017-2563,รถยนต์ขนาดเล็กที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยประกายไฟ เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 10,2025-11-01,10,46,0.8214285567602044,0.17857142538265314
3018-2563,รถยนต์ขนาดเล็กที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยการอัด เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 8,2025-11-01,11,15,0.5769230547337286,0.4230769068047343
3024 เล่ม 1-2563,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 1 คุณลักษณะที่ต้องการสำหรับส่วนประกอบเชื่อมต่อ,2025-11-01,0,0,0.0,0.0
3024 เล่ม 2-2563,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 2 คุณลักษณะที่ต้องการสำหรับตัวนำและหลักดิน,2025-11-01,0,0,0.0,0.0
3024 เล่ม 4-2563,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 4 คุณลักษณะที่ต้องการสำหรับตัวยึดตัวนำ,2025-11-01,0,0,0.0,0.0
