tis_number,tis_name_th,snapshot_date,num_manufacturing_licenses,num_import_licenses,import_dependency_ratio,domestic_share_ratio
79-2529,กระเบื้องซีเมนต์ใยหินแผ่นลอน : ลอนคู่,2025-11-01,0,0,0.0,0.0
791-2565,เครื่องสุขภัณฑ์เซรามิก : อ่างล้างหน้า-ล้างมือ,2025-11-01,0,0,0.0,0.0
792-2554,เครื่องสุขภัณฑ์เซรามิก : โถส้วมนั่งราบ,2025-11-01,19,337,0.9466292108240753,0.05337078636693599
794-2567,เครื่องสุขภัณฑ์เซรามิก : โถส้วมนั่งยอง,2025-11-01,0,0,0.0,0.0
795-2564,เครื่องสุขภัณฑ์เซรามิก : โถปัสสาวะชาย,2025-11-01,0,0,0.0,0.0
796-2544,เครื่องสุขภัณฑ์วิเทรียสไชนา : โถชำระล้าง,2025-11-01,0,0,0.0,0.0
797-2565,เครื่องสุขภัณฑ์เซรามิก : อุปกรณ์ห้องน้ำ,2025-11-01,0,0,0.0,0.0
8-2564,ซอสปรุงรส,2025-11-01,0,0,0.0,0.0
80-2566,ปูนซีเมนต์ผสม,2025-11-01,0,0,0.0,0.0
800-2545,ยางขอบประตูรถยนต์,2025-11-01,0,0,0.0,0.0
801-2562,นั่งร้านท่อเหล็กกล้าแบบโครง,2025-11-01,0,0,0.0,0.0
803-2531,เชือกลวดเหล็กกล้าสำหรับลิฟต์,2025-11-01,0,0,0.0,0.0
805-2565,เครื่องปรับความดันก๊าซปิโตรเลียมเหลว : ความดันต่ำ,2025-11-01,0,0,0.0,0.0
81-2548,ท่อซีเมนต์ใยหินชนิดทนความดัน,2025-11-01,0,0,0.0,0.0
812-2558,มอเตอร์คอมเพรสเซอร์ เฉพาะด้านความปลอดภัย,2025-11-01,15,583,0.9749163863295712,0.02508361199818794
816-2565,พอลิเอทิลีนเรซิน,2025-11-01,0,0,0.0,0.0
821-2554,ปากกาสีน้ำ,2025-11-01,0,0,0.0,0.0
824-2551,สวิตช์ไฟฟ้าใช้ในที่อยู่อาศัยและสิ่งติดตั้งทางไฟฟ้ายึดกับที่ที่คล้ายกัน : ข้อกำหนดทั่วไป,2025-11-01,35,176,0.8341232187956246,0.16587677646503898
826-2531,กระเบื้องซีเมนต์ปูพื้น,2025-11-01,0,0,0.0,0.0
827-2565,คอนกรีตบล็อกประสานปูพื้น,2025-11-01,0,0,0.0,0.0
828-2546,ชิ้นส่วนคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จสำหรับระบบพื้นประกอบ,2025-11-01,0,0,0.0,0.0
829-2563,วงกบและกรอบบานโลหะสำหรับประตูและหน้าต่าง: ประตูอะลูมิเนียม,2025-11-01,0,0,0.0,0.0
83-2561,น้ำส้มสายชู,2025-11-01,0,0,0.0,0.0
834-2556,สีโป๊ยานยนต์ : พอลิเอสเทอร์,2025-11-01,0,0,0.0,0.0
836-2534,โพลิสไตรีนเรซิน,2025-11-01,0,0,0.0,0.0
838-2531,สายไฟฟ้าสำหรับวงจรควบคุม,2025-11-01,0,0,0.0,0.0
84-2552,ชอล์กสำหรับกระดานดำ,2025-11-01,0,0,0.0,0.0
849-2566,ปูนซีเมนต์ปอร์ตแลนด์ปอซโซลาน,2025-11-01,0,0,0.0,0.0
85-2548,ตัวนำลวดกลมตีเกลียวร่วมศูนย์กลางสำหรับสายไฟฟ้าเหนือดิน,2025-11-01,11,2,0.15384614201183525,0.8461537810650938
851-2561,แอสฟัลต์ซีเมนต์สำหรับงานทาง,2025-11-01,0,0,0.0,0.0
854-2566,อ่างเหล็กกล้าไร้สนิมสำหรับล้างชาม,2025-11-01,0,0,0.0,0.0
862-2532,บานพับสำหรับหน้าต่าง : บานพับปรับมุมชนิดฝืด,2025-11-01,0,0,0.0,0.0
865-2544,คัตแบกแอสฟัลต์,2025-11-01,0,0,0.0,0.0
872-2532,หม้อกรองน้ำมันเครื่องชนิดถอดเปลี่ยนทั้งชุดสำหรับรถยนต์,2025-11-01,0,0,0.0,0.0
875-2565,เครื่องปรับความดันก๊าซปิโตรเลียมเหลว : ความดันสูง,2025-11-01,0,0,0.0,0.0
878-2566,แผ่นชิ้นไม้อัดซีเมนต์ : ความหนาแน่นสูง,2025-11-01,0,0,0.0,0.0
879-2553,ไฟแช็กก๊าซ,2025-11-01,5,34,0.8717948494411578,0.12820512491781733
880-2560,กระจกโฟลตใส,2025-11-01,8,101,0.9266054960861881,0.07339449473950005
882-2532,เครื่องดับเพลิงยกหิ้ว : โฟม,2025-11-01,5,5,0.499999950000005,0.499999950000005
885-2551,บัลลาสต์อิเล็กทรอนิกส์ใช้กับไฟฟ้ากระแสสลับสำหรับหลอดฟลูออเรสเซนซ์ เฉพาะด้านความปลอดภัย,2025-11-01,0,0,0.0,0.0
897-2564,ไฮโดรเจนเพอร์ออกไซด์สำหรับอุตสาหกรรม,2025-11-01,0,0,0.0,0.0
9-2550,ลูกแบดมินตัน,2025-11-01,0,0,0.0,0.0
900-2565,ถ่านกัมมันต์สำหรับอุตสาหกรรมทั่วไป,2025-11-01,0,0,0.0,0.0
902 เล่ม 2(1)-2563,ดวงโคมไฟฟ้าติดประจำที่สำหรับจุดประสงค์ทั่วไป,2025-11-01,0,0,0.0,0.0
902 เล่ม 2(22)-2560,ดวงโคมไฟฟ้าฉุกเฉิน,2025-11-01,0,0,0.0,0.0
902 เล่ม 2(3)-2557,ดวงโคมไฟฟ้าสำหรับให้แสงสว่างบนถนน,2025-11-01,0,0,0.0,0.0
902 เล่ม 2(5)-2563,ดวงโคมไฟฟ้าสาดแสง,2025-11-01,0,0,0.0,0.0
909-2548,เครื่องตัดวงจรกระแสเหลือแบบมีอุปกรณ์ป้องกันกระแสเกิน สำหรับใช้ในที่อยู่อาศัยและใช้ในลักษณะที่คล้ายกัน,2025-11-01,33,105,0.7608695597038437,0.23913043304977946
910-2532,ท่อโพลิบิวทิลีนสำหรับใช้เป็นท่อน้ำดื่ม,2025-11-01,0,0,0.0,0.0
913-2550,แคปซูลเจลาตินชนิดแข็ง,2025-11-01,0,0,0.0,0.0
915 เล่ม 1-2562,วาล์วถังก๊าซปิโตรเลียมเหลว เล่ม 1 แบบกดล็อก,2025-11-01,0,0,0.0,0.0
915 เล่ม 2-2562,วาล์วถังก๊าซปิโตรเลียมเหลว เล่ม 2 แบบมือหมุน,2025-11-01,0,0,0.0,0.0
918-2535,อุปกรณ์และข้อต่อเหล็กหล่อเทาสำหรับท่อส่งน้ำชนิดทนความดัน,2025-11-01,0,0,0.0,0.0
92-2536,พัดลมไฟฟ้ากระแสสลับชนิดตั้งโต๊ะและติดผนัง,2025-11-01,0,0,0.0,0.0
921-2551,โต๊ะเทเบิลเทนนิส,2025-11-01,0,0,0.0,0.0
927-2533,แบไรต์สำหรับเจาะบ่อปิโตรเลียม,2025-11-01,0,0,0.0,0.0
93-2563,แหนบแผ่น - คุณลักษณะทางเทคนิค,2025-11-01,0,0,0.0,0.0
934-2558,พัดลมไฟฟ้ากระแสสลับ - คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,144,433,0.7504332742626806,0.24956672400421712
940-2562,ลูกฟุตบอล,2025-11-01,0,0,0.0,0.0
941-2563,ลูกบาสเกตบอล,2025-11-01,0,0,0.0,0.0
942-2563,ลูกวอลเลย์บอล,2025-11-01,0,0,0.0,0.0
943-2564,ลวดเหล็กกล้าข้ออ้อยดึงเย็นเสริมคอนกรีต,2025-11-01,0,0,0.0,0.0
948-2556,แป้งถั่วเขียว,2025-11-01,0,0,0.0,0.0
95-2540,ลวดเหล็กกล้าสำหรับคอนกรีตอัดแรง,2025-11-01,30,6,0.16666666203703717,0.8333333101851859
950-2547,แอลกอฮอล์แข็งสำหรับใช้เป็นเชื้อเพลิง,2025-11-01,11,0,0.0,0.9999999090909174
951-2533,แผ่นยางรองสะพาน,2025-11-01,0,0,0.0,0.0
952-2533,หมึกอัดสำเนา,2025-11-01,0,0,0.0,0.0
955 เล่ม 6-2554,สายไฟฟ้าหุ้มฉนวนยาง แรงดันไฟฟ้าที่กำหนดไม่เกิน 450/750 โวลต์ เล่ม 6 สายอิเล็กโทรดของเครื่องเชื่อมอาร์ก,2025-11-01,0,0,0.0,0.0
956-2557,หลอดฟลูออเรสเซนซ์ขั้วคู่ -คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,4,19,0.8260869206049165,0.17391303591682453
96 เล่ม 2-2560,แบตเตอรี่ปฐมภูมิ เล่ม 2 ข้อกำหนดคุณลักษณะทางรูปร่างและทางไฟฟ้า,2025-11-01,0,0,0.0,0.0
965-2560,กระจกเทมเปอร์,2025-11-01,52,128,0.7111111071604939,0.2888888872839506
967-2533,กระเทียมผง,2025-11-01,0,0,0.0,0.0
969-2562,หัวนมยางสำหรับขวดนม,2025-11-01,19,22,0.5365853527662109,0.4634146228435458
97-2557,ผ้าเบรกสำหรับยานยนต์,2025-11-01,0,0,0.0,0.0
971-2533,เสารั้วคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จ,2025-11-01,0,0,0.0,0.0
975-2538,กระบอกไฮดรอลิกสำหรับอุตสาหกรรมทั่วไป,2025-11-01,0,0,0.0,0.0
980-2552,น้ำยางข้นธรรมชาติ,2025-11-01,0,0,0.0,0.0
982-2556,ท่อพอลิเอทิลีนสำหรับน้ำดื่ม,2025-11-01,0,0,0.0,0.0
989-2562,ถังเหล็กกล้าไร้สนิมสำหรับเก็บน้ำ,2025-11-01,0,0,0.0,0.0
998-2553,ภาชนะพลาสติกสำหรับบรรจุน้ำบริโภค,2025-11-01,0,0,0.0,0.0
999-2533,ท่อพีวีซีแข็งสำหรับใช้ในงานอุตสาหกรรม,2025-11-01,0,0,0.0,0.0
