tis_number,tis_name_th,snapshot_date,num_manufacturing_licenses,num_import_licenses,num_display_licenses,total_licenses,num_manufacturing_licenses_diff,num_manufacturing_licenses_pct_change,num_import_licenses_diff,num_import_licenses_pct_change,num_display_licenses_diff,num_display_licenses_pct_change,total_licenses_diff,total_licenses_pct_change
2982-2562,เหล็กกล้าทรงแบนรีดร้อนที่ต้านการกัดกร่อนในบรรยากาศ สำหรับงานโครงสร้างเชื่อมประกอบ,2025-11-01,0,0,3,3,,,,,,,,
2984-2562,ตู้น้ำดื่มหยอดเหรียญอัตโนมัติ,2025-11-01,0,0,1,1,,,,,,,,
3-2562,น้ำปลา,2025-11-01,0,0,5,5,,,,,,,,
30-2564,ไนทรัสออกไซด์ทางการแพทย์,2025-11-01,4,0,0,4,,,,,,,,
3000 เล่ม 1-2562,เครื่องเล่นสนามสาธารณะ เล่ม 1 ชิงช้า ข้อกำหนดเฉพาะเพิ่มเติมด้านความปลอดภัยและวิธีทดสอบ,2025-11-01,8,8,0,16,,,,,,,,
3000 เล่ม 2-2562,เครื่องเล่นสนามสาธารณะ เล่ม 2 กระดานลื่น ข้อกำหนดเฉพาะเพิ่มเติมด้านความปลอดภัย และวิธีทดสอบ,2025-11-01,8,9,0,17,,,,,,,,
3000 เล่ม 3-2563,เครื่องเล่นสนามสาธารณะ เล่ม 3 ม้าหมุน,2025-11-01,7,9,0,16,,,,,,,,
3000 เล่ม 4-2563,เครื่องเล่นสนามสาธารณะ เล่ม 4 อุปกรณ์โยก,2025-11-01,8,12,0,20,,,,,,,,
3002-2562,อุปกรณ์ควบคุมหลอด - คุณลักษณะที่ต้องการเฉพาะสำหรับอุปกรณ์ควบคุมอิเล็กทรอนิกส์ ที่ใช้แหล่งจ่ายไฟฟ้ากระแสตรงหรือไฟฟ้ากระแสสลับสำหรับมอดูลแอลอีดี,2025-11-01,0,0,1,1,,,,,,,,
3017-2563,รถยนต์ขนาดเล็กที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยประกายไฟ เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 10,2025-11-01,10,46,1,57,,,,,,,,
3018-2563,รถยนต์ขนาดเล็กที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยการอัด เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 8,2025-11-01,11,15,0,26,,,,,,,,
3024 เล่ม 1-2563,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 1 คุณลักษณะที่ต้องการสำหรับส่วนประกอบเชื่อมต่อ,2025-11-01,0,0,1,1,,,,,,,,
3024 เล่ม 2-2563,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 2 คุณลักษณะที่ต้องการสำหรับตัวนำและหลักดิน,2025-11-01,0,0,2,2,,,,,,,,
3024 เล่ม 4-2563,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 4 คุณลักษณะที่ต้องการสำหรับตัวยึดตัวนำ,2025-11-01,0,0,1,1,,,,,,,,
3024 เล่ม 5-2564,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 5 คุณลักษณะที่ต้องการสำหรับกล่องตรวจสอบหลักดินและซีลหลักดิน,2025-11-01,0,0,2,2,,,,,,,,
3026-2563,ยานยนต์ประเภท M และ N: คุณลักษณะเฉพาะสำหรับระบบส่งกำลังด้วยไฟฟ้า,2025-11-01,0,0,2,2,,,,,,,,
3029-2563,มอร์ตาร์ควบคุมการกัดกร่อนของเหล็กโครงสร้างในคอนกรีต,2025-11-01,0,0,3,3,,,,,,,,
3030-2563,เครื่องตรวจวัดฝุ่นละอองลอยหลักการไฟฟ้าสถิต,2025-11-01,0,0,1,1,,,,,,,,
3043-2563,รถยนต์ขนาดใหญ่ที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยประกายไฟที่ใช้ก๊าซธรรมชาติหรือก๊าซปิโตรเลียมเหลวเป็นเชื้อเพลิง เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 3,2025-11-01,0,8,0,8,,,,,,,,
3046-2563,รถยนต์ขนาดใหญ่ที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยการอัด เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 6,2025-11-01,8,50,0,58,,,,,,,,
3056-2563,มอร์ตาร์ฉาบผิวบาง,2025-11-01,0,0,13,13,,,,,,,,
306-2541,วงล้อรถจักรยานยนต์,2025-11-01,0,0,1,1,,,,,,,,
3078-2563,มาตรวัดน้ำ,2025-11-01,0,0,4,4,,,,,,,,
310-2522,ท่อเหล็กกล้าสำหรับทำรถจักรยาน,2025-11-01,0,0,2,2,,,,,,,,
3173-2564,สารสกัดจากกัญชงที่มีปริมาณแคนนาบิไดออลรวม ไม่น้อยกว่า 80% โดยมวล,2025-11-01,0,0,2,2,,,,,,,,
319 เล่ม 2-2551,ปูนไลม์อุตสาหกรรม เล่ม 2 ปูนขาว,2025-11-01,0,0,1,1,,,,,,,,
3202-2564,คอนกรีตแห้งสำเร็จรูป,2025-11-01,0,0,5,5,,,,,,,,
3209-2564,เครื่องยนต์แก๊สโซลีนขนาดเล็กระบายความร้อนด้วยอากาศ,2025-11-01,0,0,1,1,,,,,,,,
321-2560,กระดาษทำลูกฟูก,2025-11-01,0,0,7,7,,,,,,,,
324-2522,ซี่ล้อรถจักรยานยนต์,2025-11-01,0,0,1,1,,,,,,,,
3243-2564,เหล็กกล้าทรงแบนรีดร้อนเคลือบสังกะสีโดยกรรมวิธีจุ่มร้อน,2025-11-01,30,63,0,93,,,,,,,,
3246-2564,ไนโตรเจนทางการแพทย์,2025-11-01,0,0,6,6,,,,,,,,
3250-2564,ตัวแยกสายชนิดพอลิเมอร์พร้อมอุปกรณ์จับยึดสายไฟฟ้า,2025-11-01,0,0,6,6,,,,,,,,
327-2553,สีเคลือบเงาแอลคีด,2025-11-01,0,0,31,31,,,,,,,,
328-2551,สีอะลูมิเนียมรองพื้นสำหรับงานไม้,2025-11-01,0,0,2,2,,,,,,,,
3286-2564,ลวดชุบแข็งและอบคืนตัวสำหรับคอนกรีตอัดแรง,2025-11-01,1,0,1,2,,,,,,,,
329-2542,ผลิตภัณฑ์ทำความสะอาดประเภทกรดสำหรับกระเบื้องและเครื่องสุขภัณฑ์เซรามิก,2025-11-01,0,0,1,1,,,,,,,,
331-2561,อะลูมิเนียมทรงแบนรีดเย็น สำหรับงานทั่วไปและงานขึ้นรูป,2025-11-01,0,0,2,2,,,,,,,,
332-2537,เครื่องดับเพลิงยกหิ้วชนิดผงเคมีแห้ง,2025-11-01,120,16,0,136,,,,,,,,
334-2528,โซ่รถจักรยานยนต์,2025-11-01,0,0,4,4,,,,,,,,
3357-2565,เสาเข็มเหล็กกล้าแบบเกลียว,2025-11-01,0,0,1,1,,,,,,,,
3359-2565,อะลูมิเนียมกันกร่อนสำหรับป้องกันสนิมแบบแคโทดิก,2025-11-01,0,0,1,1,,,,,,,,
337-2545,กลีเซอรีนบริสุทธิ์,2025-11-01,0,0,2,2,,,,,,,,
3399-2565,น้ำยางคอมพาวนด์สำหรับปรับคุณภาพดินซีเมนต์,2025-11-01,0,0,2,2,,,,,,,,
340-2528,ท่อไอเสียรถยนต์,2025-11-01,0,0,1,1,,,,,,,,
341-2543,ท่อไอเสียรถจักรยานยนต์,2025-11-01,54,39,0,93,,,,,,,,
3412-2565,ถังก๊าซปิโตรเลียมเหลวสำหรับรถโฟล์คลิฟท์: ถังโลหะ,2025-11-01,0,0,4,4,,,,,,,,
3413-2565,ลูกบอลดับเพลิงอัตโนมัติ,2025-11-01,0,0,1,1,,,,,,,,
3426-2565,เสาเข็มคอนกรีตกำลังสูงอัดแรงแบบแรงเหวี่ยง,2025-11-01,0,0,1,1,,,,,,,,
3438-2565,กระดาษสัมผัสอาหารสำหรับปรุงอาหารด้วยความร้อน,2025-11-01,0,0,1,1,,,,,,,,
344-2562,ขั้วรับหลอดฟลูออเรสเซนซ์และขั้วรับสตาร์ตเตอร์,2025-11-01,6,6,0,12,,,,,,,,
3459-2565,โซ่เหล็กกล้า,2025-11-01,0,0,1,1,,,,,,,,
3460-2565,เชื้อเพลิงขยะ,2025-11-01,0,0,2,2,,,,,,,,
348-2559,เหล็กลวดคาร์บอนต่ำ,2025-11-01,9,2,0,11,,,,,,,,
349-2561,เหล็กลวดคาร์บอนสูง,2025-11-01,0,0,2,2,,,,,,,,
351-2527,โซ่รถจักรยาน,2025-11-01,0,0,1,1,,,,,,,,
353-2566,ตู้เหล็กใช้ในสำนักงานแบบประตู,2025-11-01,0,0,5,5,,,,,,,,
3554-2566,ปั๊มไฮดรอลิกแบบใบพัดสำหรับอุตสาหกรรมทั่วไป,2025-11-01,0,0,1,1,,,,,,,,
356-2531,น้ำมันเครื่อง,2025-11-01,0,0,4,4,,,,,,,,
357-2551,สีรองพื้นสำหรับงานไม้,2025-11-01,0,0,4,4,,,,,,,,
3584-2566,ผนังกระจก,2025-11-01,0,0,1,1,,,,,,,,
3586-2566,แผ่นพีวีซีมุงหลังคา,2025-11-01,0,0,1,1,,,,,,,,
3606-2566,เครื่องจักรผสมวัตถุระเบิดแอนโฟสำหรับใช้ในงานอุตสาหกรรม,2025-11-01,0,0,1,1,,,,,,,,
365-2532,ตะกั่วบัดกรี : แท่ง,2025-11-01,0,0,2,2,,,,,,,,
3656-2566,กล่องลวดตาข่าย,2025-11-01,0,0,8,8,,,,,,,,
366-2547,เตารีดไฟฟ้า เฉพาะด้านความปลอดภัย,2025-11-01,39,304,0,343,,,,,,,,
368-2562,หมวกนิรภัยสำหรับงานอุตสาหกรรม,2025-11-01,0,0,14,14,,,,,,,,
369-2557,หมวกนิรภัยสำหรับผู้ใช้รถจักรยานยนต์,2025-11-01,28,108,0,136,,,,,,,,
370-2552,ถังก๊าซปิโตรเลียมเหลวสำหรับเครื่องยนต์สันดาปภายใน,2025-11-01,23,13,0,36,,,,,,,,
371-2530,แคตอิออนิกแอสฟัลต์อิมัลชันสำหรับถนน,2025-11-01,0,0,30,30,,,,,,,,
3778 เล่ม 1-2567,บันไดเลื่อน และทางเลื่อนอัตโนมัติ ข้อกำหนดด้านความปลอดภัย เล่ม 1 ข้อกำหนดสากลด้านความปลอดภัยที่จำเป็น (GESR),2025-11-01,1,6,0,7,,,,,,,,
378-2531,กระเบื้องคอนกรีตปูพื้น,2025-11-01,0,0,43,43,,,,,,,,
379-2556,กระเบื้องหินขัดชนิดสองชั้น,2025-11-01,0,0,4,4,,,,,,,,
382-2531,ประตูน้ำเหล็กหล่อ : ลิ้นปีกผีเสื้อ,2025-11-01,0,0,34,34,,,,,,,,
383-2529,ประตูน้ำเหล็กหล่อ : ลิ้นกันกลับชนิดแกว่ง,2025-11-01,0,0,29,29,,,,,,,,
384 เล่ม 1-2567,หม้อแปลงไฟฟ้ากำลัง เล่ม 1 ข้อกำหนดทั่วไป,2025-11-01,0,0,17,17,,,,,,,,
386-2567,เทปกาวพลาสติกไซซ์พอลิไวนิลคลอไรด์สำหรับใช้ในงานทางไฟฟ้า,2025-11-01,0,0,1,1,,,,,,,,
396-2549,เสาเข็มคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จ,2025-11-01,0,0,609,609,,,,,,,,
397-2562,เสาเข็มคอนกรีตเสริมเหล็กแบบแรงเหวี่ยง,2025-11-01,0,0,13,13,,,,,,,,
398-2563,เสาเข็มคอนกรีตอัดแรงแบบแรงเหวี่ยง,2025-11-01,0,0,18,18,,,,,,,,
399-2565,เสาเข็มคอนกรีตเสริมเหล็กขนาดสั้น,2025-11-01,0,0,9,9,,,,,,,,
4 เล่ม 1-2558,หลอดไฟฟ้าไส้ทังสเตนสำหรับใช้ในที่อยู่อาศัยและที่มีจุดประสงค์ให้แสงสว่างทั่วไปที่คล้ายกัน เล่ม 1 คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,2,4,0,6,,,,,,,,
400-2566,เส้นหมี่,2025-11-01,0,0,1,1,,,,,,,,
402-2532,แคลเซียมคาร์บอเนตสำหรับอุตสาหกรรมยาง,2025-11-01,0,0,1,1,,,,,,,,
403-2532,แคลเซียมคาร์บอเนตสำหรับอุตสาหกรรมสีและพลาสติก,2025-11-01,0,0,2,2,,,,,,,,
404-2540,ลวดเหล็กกล้าเคลือบสังกะสีตีเกลียว,2025-11-01,0,0,27,27,,,,,,,,
408-2553,ทองแดงและทองแดงเจือสำหรับจุดประสงค์ทั่วไปทางไฟฟ้า : เส้น และแท่ง,2025-11-01,3,3,0,6,,,,,,,,
41-2554,กรดซัลฟิวริกเข้มข้นและโอเลียมสำหรับอุตสาหกรรม,2025-11-01,0,0,11,11,,,,,,,,
415-2551,สีจราจร,2025-11-01,0,0,20,20,,,,,,,,
418-2525,โซ่ส่งกำลัง,2025-11-01,0,0,1,1,,,,,,,,
420-2540,ลวดเหล็กกล้าตีเกลียวสำหรับคอนกรีตอัดแรง,2025-11-01,10,32,0,42,,,,,,,,
426-2525,ผ้าใบไวนิลอนชนิดเคลือบพีวีซี,2025-11-01,0,0,1,1,,,,,,,,
427-2562,ท่อเหล็กกล้าสำหรับส่งน้ำ,2025-11-01,0,0,17,17,,,,,,,,
431-2567,ประตูน้ำทองแดงเจือแบบลิ้นยก,2025-11-01,0,0,1,1,,,,,,,,
432-2529,ประตูน้ำเหล็กหล่อแบบลิ้นยกสำหรับใช้งานทั่วไป,2025-11-01,0,0,15,15,,,,,,,,
435-2548,ถังเก็บน้ำพลาสติกเสริมใยแก้ว,2025-11-01,0,0,27,27,,,,,,,,
436-2525,ตู้เหล็กเก็บบัตรดัชนี,2025-11-01,0,0,2,2,,,,,,,,
437-2529,ตู้นิรภัยกันไฟแบบประตู,2025-11-01,0,0,31,31,,,,,,,,
438-2556,ถุงเท้าใช้งานทั่วไป,2025-11-01,0,0,3,3,,,,,,,,
439-2556,ถุงเท้านักเรียน,2025-11-01,0,0,3,3,,,,,,,,
442-2525,แผ่นฝอยไม้ซีเมนต์อัดชนิดใช้งานทั่วไป,2025-11-01,0,0,1,1,,,,,,,,
444-2549,วุ้นเส้น,2025-11-01,0,0,3,3,,,,,,,,
45-2552,ยาสีฟัน,2025-11-01,0,0,1,1,,,,,,,,
463-2544,สารละลายซอร์บิทอล,2025-11-01,0,0,1,1,,,,,,,,
464-2544,กรดซิทริก,2025-11-01,0,0,2,2,,,,,,,,
468-2550,ไวต์สปิริตสำหรับสีและวาร์นิช,2025-11-01,0,0,7,7,,,,,,,,
469-2561,สีซีเมนต์,2025-11-01,0,0,2,2,,,,,,,,
47-2561,น้ำมันและไขมันสำหรับบริโภค,2025-11-01,0,0,2,2,,,,,,,,
470-2526,น้ำผึ้ง,2025-11-01,0,0,2,2,,,,,,,,
474-2542,ผลิตภัณฑ์ทำความสะอาดประเภทเหลวสำหรับถ้วยชาม,2025-11-01,0,0,2,2,,,,,,,,
479-2541,วัสดุยารอยต่อคอนกรีตแบบยืดหยุ่นชนิดเทร้อน,2025-11-01,0,0,7,7,,,,,,,,
486-2527,ใยแก้ว,2025-11-01,0,0,2,2,,,,,,,,
49-2560,ลวดเชื่อมไฟฟ้ามีสารพอกหุ้มใช้เชื่อมเหล็กกล้าไม่เจือและเกรนละเอียดด้วยการเชื่อมอาร์กโลหะด้วยมือ,2025-11-01,0,0,7,7,,,,,,,,
496-2553,ทินเนอร์สำหรับแล็กเกอร์,2025-11-01,22,0,0,22,,,,,,,,
50-2565,เหล็กกล้าทรงแบนรีดเย็นเคลือบสังกะสีโดยกรรมวิธีจุ่มร้อน,2025-11-01,62,154,0,216,,,,,,,,
504-2527,วงกบและกรอบบานไม้สำหรับประตูและหน้าต่าง,2025-11-01,0,0,2,2,,,,,,,,
507-2527,ฟิวส์สำหรับใช้ในที่อยู่อาศัยและงานที่คล้ายคลึงกัน : ตัวยึดฟิวส์,2025-11-01,0,0,3,3,,,,,,,,
51-2562,สับปะรดในภาชนะบรรจุปิดสนิท,2025-11-01,21,2,0,23,,,,,,,,
514-2531,เชือกลวดเหล็กกล้า,2025-11-01,0,0,23,23,,,,,,,,
517-2558,ขวดพลาสติกสำหรับบรรจุยาเม็ดและแคปซูล,2025-11-01,0,0,1,1,,,,,,,,
518-2527,ตู้เหล็กเก็บเอกสารกันไฟแบบลิ้นชัก,2025-11-01,0,0,4,4,,,,,,,,
520-2553,ทินเนอร์สำหรับสีพ่นแห้งเร็วไนโตรเซลลูโลส,2025-11-01,12,0,0,12,,,,,,,,
521-2527,กาวยาง,2025-11-01,0,0,7,7,,,,,,,,
523-2564,รองเท้าหนังนิรภัย,2025-11-01,0,0,10,10,,,,,,,,
528-2560,เหล็กกล้าทรงแบนรีดร้อน สำหรับงานทั่วไปและงานดึงขึ้นรูป,2025-11-01,77,249,0,326,,,,,,,,
53-2548,ไม้ขีดไฟ,2025-11-01,2,8,0,10,,,,,,,,
531-2558,ภาชนะพลาสติกสำหรับบรรจุผลิตภัณฑ์เภสัชปราศจากเชื้อ,2025-11-01,16,2,0,18,,,,,,,,
535-2556,กระเบื้องคอนกรีตมุงหลังคา,2025-11-01,0,0,15,15,,,,,,,,
538-2560,ถุงมือยางปราศจากเชื้อสำหรับการศัลยกรรมชนิดใช้ครั้งเดียว,2025-11-01,0,0,4,4,,,,,,,,
539-2564,คาร์บอนไดออกไซด์ทางการแพทย์,2025-11-01,4,0,0,4,,,,,,,,
540-2564,ออกซิเจนทางการแพทย์,2025-11-01,114,0,0,114,,,,,,,,
541-2562,ออกซิเจนอุตสาหกรรม,2025-11-01,0,0,16,16,,,,,,,,
542-2549,วัสดุเทอร์โมพลาสติกสะท้อนแสงสำหรับทำเครื่องหมายบนผิวทาง,2025-11-01,0,0,58,58,,,,,,,,
543-2550,ลูกแก้วที่ใช้กับวัสดุทำเครื่องหมายบนผิวทาง,2025-11-01,0,0,24,24,,,,,,,,
545-2528,กระดาษคาร์บอน,2025-11-01,0,0,9,9,,,,,,,,
547-2541,อิฐทนไฟไฟร์เคลย์,2025-11-01,0,0,3,3,,,,,,,,
548-2541,อิฐทนไฟอะลูมินาสูง,2025-11-01,0,0,2,2,,,,,,,,
55-2562,เหล็กเส้นแบนและสี่เหลี่ยมจัตุรัส,2025-11-01,0,0,3,3,,,,,,,,
56-2560,น้ำตาลทราย,2025-11-01,0,0,48,48,,,,,,,,
561-2549,สีแล็กเกอร์ไนโตรเซลลูโลส,2025-11-01,0,0,7,7,,,,,,,,
562-2549,แล็กเกอร์ใสไนโตรเซลลูโลส,2025-11-01,0,0,5,5,,,,,,,,
564-2546,ภาชนะเซรามิกที่ใช้กับอาหาร : พอร์ซเลน,2025-11-01,0,0,1,1,,,,,,,,
568-2563,คาร์บอนไดออกไซด์อุตสาหกรรม,2025-11-01,0,0,2,2,,,,,,,,
57-2560,คอนกรีตบล็อกกลวงรับน้ำหนัก,2025-11-01,0,0,14,14,,,,,,,,
572-2528,พัดลมไฟฟ้ากระแสสลับชนิดส่ายรอบตัว,2025-11-01,0,0,5,5,,,,,,,,
576-2546,แผ่นคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จสำหรับระบบพื้นคอนกรีต,2025-11-01,0,0,80,80,,,,,,,,
58-2560,คอนกรีตบล็อกกลวงไม่รับน้ำหนัก,2025-11-01,0,0,63,63,,,,,,,,
59-2561,อิฐคอนกรีต,2025-11-01,0,0,3,3,,,,,,,,
593-2562,ประตูเหล็กม้วนสำหรับงานอาคาร,2025-11-01,0,0,9,9,,,,,,,,
596-2531,กลอน : ทองเหลืองและอะลูมิเนียมชนิดอัดรีด,2025-11-01,0,0,5,5,,,,,,,,
598-2566,มอร์ตาร์สำหรับก่อ,2025-11-01,0,0,12,12,,,,,,,,
6 เล่ม 1-2559,แบตเตอรี่ใช้สตาร์ต ชนิดตะกั่ว-กรด เล่ม 1 คุณลักษณะที่ต้องการทั่วไปและวิธีทดสอบ,2025-11-01,0,0,1,1,,,,,,,,
60-2560,คอนกรีตบล็อกเชิงตันรับน้ำหนัก,2025-11-01,0,0,4,4,,,,,,,,
603-2546,ภาชนะแก้วที่ใช้กับอาหาร,2025-11-01,0,0,1,1,,,,,,,,
60335 เล่ม 2(13)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(13) ข้อกำหนดเฉพาะสำหรับเครื่องทอดน้ำมันท่วม กระทะทอด และเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน,2025-11-01,5,4,0,9,,,,,,,,
60335 เล่ม 2(23)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(23) ข้อกำหนดเฉพาะเครื่องใช้ไฟฟ้าสำหรับการดูแลผม ขน หรือผิว,2025-11-01,1,39,0,40,,,,,,,,
60335 เล่ม 2(32)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(32) ข้อกำหนดเฉพาะสำหรับเครื่องนวดร่างกาย,2025-11-01,0,85,0,85,,,,,,,,
60335 เล่ม 2(37)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(37) ข้อกำหนดเฉพาะสำหรับเครื่องทอดโดนัทเชิงพาณิชย์และเครื่องทอดน้ำมันท่วมเชิงพาณิชย์,2025-11-01,0,7,0,7,,,,,,,,
60335 เล่ม 2(41)-2567,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(41) ข้อกำหนดเฉพาะสำหรับเครื่องสูบของเหลว,2025-11-01,0,0,3,3,,,,,,,,
60335 เล่ม 2(65)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(65) ข้อกำหนดเฉพาะสำหรับเครื่องฟอกอากาศ,2025-11-01,22,148,0,170,,,,,,,,
60335 เล่ม 2(79)-2563,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(79) ข้อกำหนดเฉพาะสำหรับเครื่องทำความสะอาดใช้ความดันสูง และเครื่องทำความสะอาดใช้ไอน้ำ,2025-11-01,1,69,0,70,,,,,,,,
605-2552,ผลิตภัณฑ์ชำระล้าง,2025-11-01,0,0,3,3,,,,,,,,
609-2559,สีพ่นยานยนต์แห้งเร็วไนโตรเซลลูโลส: สีพื้นรองทับหน้า,2025-11-01,0,0,1,1,,,,,,,,
610-2552,น้ำยาลอกสี,2025-11-01,0,0,1,1,,,,,,,,
612-2549,แผ่นพอลิเอสเตอร์เสริมใยแก้ว,2025-11-01,0,0,9,9,,,,,,,,
61215 เล่ม 1(1)-2561,แผงเซลล์แสงอาทิตย์ภาคพื้นดิน - คุณสมบัติการออกแบบและรับรองแบบ เล่ม 1(1) ข้อกำหนดเฉพาะสำหรับการทดสอบ แผงเซลล์แสงอาทิตย์ชนิดผลึกซิลิคอน,2025-11-01,0,0,10,10,,,,,,,,
618-2565,สารยึดสำหรับสีและวาร์นิช : แอลคีดเรซิน,2025-11-01,0,0,1,1,,,,,,,,
622-2529,ท่อซีเมนต์ใยหินสำหรับงานระบายน้ำทั่วไป,2025-11-01,0,0,1,1,,,,,,,,
62368 เล่ม 1-2563,บริภัณฑ์เสียง วีดิทัศน์ บริภัณฑ์เทคโนโลยีสารสนเทศและการสื่อสาร เล่ม 1 ข้อกำหนดด้านความปลอดภัย,2025-11-01,31,627,0,658,,,,,,,,
625-2559,ถุงยางอนามัยชายจากน้ำยางธรรมชาติ - คุณลักษณะที่ต้องการและวิธีทดสอบ,2025-11-01,0,0,8,8,,,,,,,,
63-2560,ตู้เหล็กเก็บเอกสารแบบลิ้นชัก,2025-11-01,0,0,9,9,,,,,,,,
632-2551,พอลิไวนิลคลอไรด์เรซิน,2025-11-01,0,0,2,2,,,,,,,,
633-2531,ลูกยางสีข้าว,2025-11-01,0,0,2,2,,,,,,,,
638-2563,แป้งข้าวเจ้า,2025-11-01,0,0,3,3,,,,,,,,
639-2563,แป้งข้าวเหนียว,2025-11-01,0,0,3,3,,,,,,,,
64-2517,ตัวนำไฟฟ้าทองแดงรีดแข็งสำหรับสายส่งกำลังเหนือดิน,2025-11-01,0,0,11,11,,,,,,,,
640 เล่ม 1-2564,เอทานอลใช้ทางเภสัชกรรม,2025-11-01,0,0,4,4,,,,,,,,
640 เล่ม 2-2561,เอทานอลใช้ทางอุตสาหกรรมทั่วไป,2025-11-01,0,0,3,3,,,,,,,,
640 เล่ม 3-2553,เอทานอลใช้เป็นเชื้อเพลิง,2025-11-01,0,0,1,1,,,,,,,,
640 เล่ม 4-2561,เอทานอลสำหรับใช้ในเครื่องสำอาง,2025-11-01,0,0,2,2,,,,,,,,
640 เล่ม 6-2563,เอทานอลสำหรับอุตสาหกรรมอาหาร,2025-11-01,0,0,3,3,,,,,,,,
651-2535,ยางในรถยนต์,2025-11-01,0,0,14,14,,,,,,,,
653-2554,ภาชนะพลาสติกสำหรับบรรจุนมและผลิตภัณฑ์นม,2025-11-01,0,0,1,1,,,,,,,,
655 เล่ม 1-2553,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 1 พอลิเอทิลีน พอลิพรอพิลีน พอลิสไตรีน พอลิเอทิลีนเทเรฟแทเลต พอลิไวนิลแอลกอฮอล์ และพอลิเมทิลเพนทีน,2025-11-01,429,375,0,804,,,,,,,,
655 เล่ม 2-2554,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 2 พอลิไวนิลคลอไรด์ พอลิคาร์บอเนต พอลิแอไมด์ และพอลิเมทิลเมทาคริเลต,2025-11-01,26,46,0,72,,,,,,,,
655 เล่ม 3-2554,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 3 อะคริโลไนไทรล์-บิวทะไดอีน-สไตรีน และสไตรีน-อะคริโลไนไทรล์,2025-11-01,30,100,0,130,,,,,,,,
659-2529,เหล็กฉากเจาะรู,2025-11-01,0,0,4,4,,,,,,,,
660-2529,บันไดอะลูมิเนียม,2025-11-01,0,0,3,3,,,,,,,,
683-2562,ยางในสำหรับรถจักรยานยนต์และโมเปด,2025-11-01,20,12,0,32,,,,,,,,
685 เล่ม 1-2562,ของเล่น: เฉพาะด้านความปลอดภัย เล่ม 1 ข้อกำหนด,2025-11-01,149,1443,0,1592,,,,,,,,
689-2530,ได-2-เอทิลเฮกซิลทาเลต,2025-11-01,0,0,2,2,,,,,,,,
691-2547,สีอีพอกซีสำหรับงานทั่วไป,2025-11-01,0,0,12,12,,,,,,,,
692-2560,กำมะถันสำหรับอุตสาหกรรม,2025-11-01,0,0,2,2,,,,,,,,
696-2530,ลูกกวาดและทอฟฟี่,2025-11-01,0,0,1,1,,,,,,,,
697-2530,ยางหุ้มขอบกระจกรถยนต์,2025-11-01,0,0,1,1,,,,,,,,
71-2532,ลวดเหล็กเคลือบสังกะสี,2025-11-01,0,0,12,12,,,,,,,,
710-2530,พัดลมไฟฟ้ากระแสสลับชนิดระบายอากาศ,2025-11-01,0,0,2,2,,,,,,,,
713-2541,จาระบี,2025-11-01,0,0,1,1,,,,,,,,
