tis_number,tis_name_th,num_manufacturing_licenses,num_manufacturing_entrepreneurs,num_import_licenses,num_import_entrepreneurs,num_display_licenses,num_display_entrepreneurs,total_licenses,snapshot_date,num_total_entrepreneurs,import_to_manufacturing_ratio,import_dependency_ratio,domestic_share_ratio,display_to_total_ratio
251-2554,ผ้าโปร่งดูดซึม ผ้าพันแผล และผ้าซับ,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
2514-2564,สีอิมัลชันลดความร้อนจากแสงอาทิตย์,0,0,0,0,12,11,12,2025-11-01,11,0.0,0.0,0.0,0.9999999166666736
2515-2555,สีเคลือบเงาชนิดน้ำ,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
2517-2561,หลอดให้สารละลายทางหลอดเลือดแบบมีเข็มนำใช้ครั้งเดียว,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
2518-2557,ท่ออีพ็อกซีเรซินเสริมใยแก้ว สำหรับใช้ร้อยสายไฟฟ้าและสายโทรศัพท์,0,0,0,0,11,10,11,2025-11-01,10,0.0,0.0,0.0,0.9999999090909174
2529-2555,สีจราจรชนิดน้ำ,0,0,0,0,8,6,8,2025-11-01,6,0.0,0.0,0.0,0.9999998750000157
253-2521,แหและอวน : ไนลอนและโพลิเอทิลีน,0,0,0,0,2,1,2,2025-11-01,1,0.0,0.0,0.0,0.99999950000025
2532-2563,สีสังเคราะห์ : สีแอซิด,10,10,61,27,0,0,71,2025-11-01,37,6.099999390000061,0.8591549174766914,0.14084506843880185,0.0
2543-2555,มาตรพลังงานไฟฟ้ากระแสสลับ : ข้อกำหนดเฉพาะ มาตรอิเล็กทรอนิกส์สำหรับพลังงานใช้งาน (ชั้น 1 และชั้น 2),0,0,0,0,44,31,44,2025-11-01,31,0.0,0.0,0.0,0.9999999772727278
2544-2555,มาตรพลังงานไฟฟ้ากระแสสลับ : ข้อกำหนดเฉพาะ มาตรอิเล็กทรอนิกส์สำหรับพลังงานใช้งาน (ชั้น 0.2S และชั้น 0.5S),0,0,0,0,21,14,21,2025-11-01,14,0.0,0.0,0.0,0.9999999523809546
2555-2554,รถยนต์ขนาดเล็กที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยประกายไฟที่ใช้ก๊าซธรรมชาติหรือก๊าซปิโตรเลียมเหลวเป็นเชื้อเพลิง เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 1,1,1,0,0,0,0,1,2025-11-01,1,0.0,0.0,0.9999990000010001,0.0
2559-2554,พอลิเอทิลีนคอมพาวนด์สำหรับผลิตท่อน้ำดื่ม,0,0,0,0,4,3,4,2025-11-01,3,0.0,0.0,0.0,0.9999997500000625
256-2540,ประตูน้ำเหล็กหล่อ : ลิ้นยกแบบรองลิ้นโลหะสำหรับงานประปา,0,0,0,0,39,19,39,2025-11-01,19,0.0,0.0,0.0,0.999999974358975
257-2549,น้ำบริโภค,0,0,0,0,7,5,7,2025-11-01,5,0.0,0.0,0.0,0.9999998571428775
2573-2555,เครื่องหมายปุ่มบนพื้นทาง : หมุดสะท้อนแสง,0,0,0,0,14,13,14,2025-11-01,13,0.0,0.0,0.0,0.9999999285714337
258-2521,แหวนรองแบบเรียบ,0,0,0,0,8,7,8,2025-11-01,7,0.0,0.0,0.0,0.9999998750000157
2594-2567,ปูนซีเมนต์ไฮดรอลิก,17,10,2,2,0,0,19,2025-11-01,12,0.11764705190311459,0.10526315235457093,0.8947367950138528,0.0
2595-2566,ปูนซีเมนต์สำหรับงานก่อและงานฉาบ,0,0,0,0,9,7,9,2025-11-01,7,0.0,0.0,0.0,0.9999998888889013
2599-2556,ถุงเท้าใช้งานหนัก,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
2600-2556,กระเบื้องหินขัดชั้นเดียว,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
2601-2556,คอนกรีตบล็อกมวลเบาแบบเติมฟองอากาศ,0,0,0,0,12,11,12,2025-11-01,11,0.0,0.0,0.0,0.9999999166666736
2602-2556,กระจกนิรภัยสำหรับยานยนต์,26,13,345,57,0,0,371,2025-11-01,70,13.269230258875758,0.9299191349597867,0.07008086234479552,0.0
2610-2556,ยูนิตทำฟัน,0,0,0,0,8,7,8,2025-11-01,7,0.0,0.0,0.0,0.9999998750000157
2611-2556,วัสดุโคลด์พลาสติกสำหรับทำเครื่องหมายบนผิวทาง,0,0,0,0,17,12,17,2025-11-01,12,0.0,0.0,0.0,0.999999941176474
2619-2556,กระเบื้องคอนกรีตเสริมประกอบสำหรับมุงหลังคา,0,0,0,0,8,5,8,2025-11-01,5,0.0,0.0,0.0,0.9999998750000157
2622-2556,ภาชนะและเครื่องใช้โลหะเคลือบฟลูออโรพอลิเมอร์สำหรับอาหาร,2,2,89,56,0,0,91,2025-11-01,58,44.49997775001112,0.9780219672744839,0.021978021736505256,0.0
2623 เล่ม 2(1)-2560,ลูกถ้วยแขวนในระบบจำหน่ายไฟฟ้า : พอร์ซเลน,0,0,0,0,7,7,7,2025-11-01,7,0.0,0.0,0.0,0.9999998571428775
2623 เล่ม 2(2)-2560,ลูกถ้วยแขวนในระบบส่งไฟฟ้า : พอร์ซเลน,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
2623 เล่ม 3-2563,ลูกถ้วยไฟฟ้า เล่ม 3 ลูกถ้วยล้อ: พอร์ซเลน,0,0,0,0,10,10,10,2025-11-01,10,0.0,0.0,0.0,0.99999990000001
2623 เล่ม 4-2563,ลูกถ้วยไฟฟ้า เล่ม 4 : ลูกถ้วยยึดโยง: พอร์ซเลน,0,0,0,0,5,5,5,2025-11-01,5,0.0,0.0,0.0,0.99999980000004
2623 เล่ม 7(1)-2564,ลูกถ้วยไฟฟ้า เล่ม 7(1) ลูกถ้วยหลักรับสายไฟฟ้า : พอร์ซเลน,0,0,0,0,11,11,11,2025-11-01,11,0.0,0.0,0.0,0.9999999090909174
2623 เล่ม 7(2)-2564,ลูกถ้วยไฟฟ้า เล่ม 7(2) ลูกถ้วยหลักก้านตรงรับสายไฟฟ้า : พอร์ซเลน,0,0,0,0,8,8,8,2025-11-01,8,0.0,0.0,0.0,0.9999998750000157
2623 เล่ม 9-2564,ลูกถ้วยไฟฟ้า เล่ม 9 ลูกถ้วยหลักรับอุปกรณ์: พอร์ซเลน,0,0,0,0,7,7,7,2025-11-01,7,0.0,0.0,0.0,0.9999998571428775
2625-2557,สีเคลือบแอลคีด : เฉพาะด้านความปลอดภัย,64,60,1,1,0,0,65,2025-11-01,61,0.015624999755859379,0.015384615147928998,0.9846153694674559,0.0
2662-2557,สีพ่นยานยนต์พอลิยูรีเทนชนิดแยกส่วนผสมสองส่วน : สีพื้นรองทับหน้า,0,0,0,0,8,8,8,2025-11-01,8,0.0,0.0,0.0,0.9999998750000157
2663-2557,สีพ่นยานยนต์พอลิยูรีเทนชนิดแยกส่วนผสมสองส่วน : สีทับหน้า,0,0,0,0,9,9,9,2025-11-01,9,0.0,0.0,0.0,0.9999998888889013
2664-2557,สารเคลือบเงาพอลิยูรีเทนชนิดแยกส่วนผสมสองส่วนสำหรับยานยนต์,0,0,0,0,11,11,11,2025-11-01,11,0.0,0.0,0.0,0.9999999090909174
2667-2558,แผ่นยางรองรางรถไฟ,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
2668-2558,ยางล้อตันสำหรับรถฟอร์กลิฟต์,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
2676-2558,ท่อเหล็กกล้าไร้สนิมออสเทไนต์สำหรับใช้งานทั่วไป,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
2682-2563,เม็ดยางใช้ทำพื้นสังเคราะห์,0,0,0,0,6,5,6,2025-11-01,5,0.0,0.0,0.0,0.9999998333333611
2683-2563,พื้นสังเคราะห์,0,0,0,0,14,12,14,2025-11-01,12,0.0,0.0,0.0,0.9999999285714337
2685-2558,แผ่นอะคริลิกใช้งานทั่วไป : แผ่นหล่อต่อเนื่อง,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
2689-2558,ท่อเหล็กกล้าไร้สนิมออสเทไนต์สำหรับโครงสร้างงานตกแต่ง,0,0,0,0,5,5,5,2025-11-01,5,0.0,0.0,0.0,0.99999980000004
27-2543,ถังก๊าซปิโตรเลียมเหลว,11,8,0,0,0,0,11,2025-11-01,8,0.0,0.0,0.9999999090909174,0.0
2701-2559,ซีเมนต์ไฮดรอลิกเกร้าต์,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
2703-2566,กาวซีเมนต์,0,0,0,0,19,16,19,2025-11-01,16,0.0,0.0,0.0,0.9999999473684238
2706-2559,มอร์ตาร์สำหรับก่อคอนกรีตบล็อกมวลเบา,0,0,0,0,15,10,15,2025-11-01,10,0.0,0.0,0.0,0.9999999333333378
2707-2560,ถังก๊าซ - ถังอะลูมิเนียมเจือมีรอยเชื่อมประเภทบรรจุก๊าซซ้ำ - การออกแบบ การสร้าง และการทดสอบ,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
271-2563,บะหมี่กึ่งสำเร็จรูป,0,0,0,0,2,1,2,2025-11-01,1,0.0,0.0,0.0,0.99999950000025
2718-2560,ยางล้อแบบสูบลมสำหรับรถยนต์และส่วนพ่วง,20,17,590,100,0,0,610,2025-11-01,117,29.499998525000073,0.9672131131685031,0.03278688519215265,0.0
2719-2560,ยางล้อแบบสูบลม สำหรับรถยนต์เชิงพาณิชย์และส่วนพ่วง,24,20,420,116,0,0,444,2025-11-01,136,17.499999270833364,0.9459459438154371,0.05405405393231069,0.0
272-2564,สีอิมัลชันใช้งานทั่วไป,0,0,0,0,30,29,30,2025-11-01,29,0.0,0.0,0.0,0.9999999666666678
2720-2560,ยางล้อแบบสูบลมสำหรับรถจักรยานยนต์และโมเปด,21,18,150,66,0,0,171,2025-11-01,84,7.142856802721104,0.8771929773263568,0.12280701682568997,0.0
2721-2560,ยางล้อสูบลม : ข้อกำหนดด้านเสียงจากยางล้อที่สัมผัสผิวถนน การยึดเกาะถนนบนพื้นเปียก และความต้านทานการหมุน,26,20,736,154,0,0,762,2025-11-01,174,28.307691218934952,0.9658792638243054,0.034120734863358614,0.0
2731-2559,แอสฟัลต์ซีเมนต์ปรับปรุงคุณภาพด้วยยางธรรมชาติ,0,0,0,0,12,9,12,2025-11-01,9,0.0,0.0,0.0,0.9999999166666736
2733-2559,น้ำยางคอมพาวด์เคลือบผ้าปูสระกักเก็บน้ำ,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
2735-2559,มอร์ตาร์สำหรับฉาบคอนกรีตมวลเบา,0,0,0,0,17,12,17,2025-11-01,12,0.0,0.0,0.0,0.999999941176474
2737-2559,กระจกอบแข็งด้วยความร้อน,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
274-2565,แป้งมันสำปะหลัง,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
2753-2567,เหล็กกล้าทรงแบนเคลือบอะลูมิเนียม 55% ผสมสังกะสี โดยกรรมวิธีจุ่มร้อนและเคลือบสี,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
276-2562,ท่อเหล็กกล้าคาร์บอนชนิดทนความดัน,0,0,0,0,12,9,12,2025-11-01,9,0.0,0.0,0.0,0.9999999166666736
2762-2559,ลูกถ้วยแยกสายไฟฟ้าพอร์ซเลนชนิดเคลือบเซรามิกพร้อมพอลิเมอร์ยึดสายไฟฟ้า,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
2764-2559,ท่อลอนพอลิเอทิลีนเสริมเหล็ก,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
2773-2560,รถตัดอ้อย,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
2774-2560,กำมะถันสำหรับอุตสาหกรรมยาง,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
2779-2562,หลอดแอลอีดีขั้วคู่ที่ออกแบบเพื่อเปลี่ยนทดแทนหลอดฟลูออเรสเซนซ์ชนิดตรง-คุณลักษณะที่ต้องการด้านความปลอดภัย,14,14,135,98,0,0,149,2025-11-01,112,9.642856454081683,0.9060402623755687,0.09395973091302194,0.0
2780-2562,หลอดแอลอีดีมีบัลลาสต์ในตัวสำหรับการให้แสงสว่างทั่วไป ด้วยแรงดันไฟฟ้ามากกว่า 50 V - คุณลักษณะที่ต้องการด้านความปลอดภัย,11,11,181,119,0,0,192,2025-11-01,130,16.454543958677824,0.9427083284233941,0.05729166636827257,0.0
279-2525,ลูกถ้วยก้านตรง : ปอร์ซเลน,0,0,0,0,2,1,2,2025-11-01,1,0.0,0.0,0.0,0.99999950000025
2817-2562,เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็นเคลือบโลหะ สำหรับงานโครงสร้างทั่วไป,0,0,0,0,12,12,12,2025-11-01,12,0.0,0.0,0.0,0.9999999166666736
2821-2560,พอลิอะลูมิเนียมคลอไรด์ชนิดผง,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
284-2560,อะลูมิเนียมเจืออัดรีดขึ้นรูป,0,0,0,0,24,22,24,2025-11-01,22,0.0,0.0,0.0,0.999999958333335
287-2565,กระดาษพิมพ์และเขียน,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
2879-2560,แบตเตอรี่สำรองไฟฟ้าสำหรับการใช้งานแบบพกพา - คุณลักษณะที่ต้องการด้านความปลอดภัย,12,10,171,109,0,0,183,2025-11-01,119,14.2499988125001,0.9344262244020425,0.06557377013347666,0.0
2892-2563,ซีเมนต์ยาแนวสำหรับกระเบื้องเซรามิก,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
2895-2564,คอนกรีตบล็อกเชิงตันไม่รับน้ำหนัก,0,0,0,0,5,5,5,2025-11-01,5,0.0,0.0,0.0,0.99999980000004
2900-2561,แท่นพลาสติกกั้นจราจร,0,0,0,0,2,1,2,2025-11-01,1,0.0,0.0,0.0,0.99999950000025
291 เล่ม 1-2530,สลักเกลียวหัวหกเหลี่ยม เล่ม 1 ผลิตภัณฑ์ขั้น A และ B,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
2915-2561,รถจักรยานยนต์เฉพาะด้านความปลอดภัย - สารมลพิษจากเครื่องยนต์ ระดับที่ 7,30,19,39,14,0,0,69,2025-11-01,33,1.299999956666668,0.5652173831127916,0.43478260239445504,0.0
2916-2561,ยางมะตอยผสมสำเร็จ,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
2917-2561,ท่อพอลิเอทิลีนผนังโครงสร้างแบบเรียบสำหรับงานท่อใต้ดิน,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
2919-2561,คอนกรีตผสมเสร็จสำหรับสภาพแวดล้อมทางทะเล,0,0,0,0,11,10,11,2025-11-01,10,0.0,0.0,0.0,0.9999999090909174
2921-2562,ภาชนะและเครื่องใช้เมลามีน-ฟอร์แมลดีไฮด์ ยูเรีย-ฟอร์แมลดีไฮด์ และเมลามีน-ยูเรีย-ฟอร์แมลดีไฮด์ สำหรับอาหาร: เฉพาะด้านความปลอดภัย,12,12,32,29,0,0,44,2025-11-01,41,2.666666444444463,0.7272727107438021,0.27272726652892576,0.0
293-2541,สายไฟฟ้าอะลูมิเนียมหุ้มด้วยฉนวนโพลิไวนิลคลอไรด์,41,32,8,5,0,0,49,2025-11-01,37,0.19512194646044034,0.16326530279050402,0.8367346768013332,0.0
2948-2562,กระดาษสัมผัสอาหาร,0,0,0,0,7,7,7,2025-11-01,7,0.0,0.0,0.0,0.9999998571428775
2952-2561,ยานยนต์ประเภท L : คุณลักษณะเฉพาะสำหรับระบบส่งกำลังด้วยไฟฟ้า,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
2959-2562,เทอร์โมฟอร์มิงรับเบอร์,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
2973-2562,พอลิเมอร์เสริมเส้นใย สำหรับงานโครงสร้างคอนกรีตไม่อัดแรง,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
2979-2562,ยางล้อแบบสูบลมหล่อดอกซ้ำ สำหรับยานยนต์เชิงพาณิชย์และส่วนพ่วง,39,39,0,0,0,0,39,2025-11-01,39,0.0,0.0,0.999999974358975,0.0
2981-2567,เหล็กกล้าทรงแบนเคลือบสังกะสีผสมอะลูมิเนียม 5% ขึ้นไป และแมกนีเซียม 2% ขึ้นไป โดยกรรมวิธีจุ่มร้อน,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
2982-2562,เหล็กกล้าทรงแบนรีดร้อนที่ต้านการกัดกร่อนในบรรยากาศ สำหรับงานโครงสร้างเชื่อมประกอบ,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
2984-2562,ตู้น้ำดื่มหยอดเหรียญอัตโนมัติ,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
3-2562,น้ำปลา,0,0,0,0,5,4,5,2025-11-01,4,0.0,0.0,0.0,0.99999980000004
30-2564,ไนทรัสออกไซด์ทางการแพทย์,4,4,0,0,0,0,4,2025-11-01,4,0.0,0.0,0.9999997500000625,0.0
3000 เล่ม 1-2562,เครื่องเล่นสนามสาธารณะ เล่ม 1 ชิงช้า ข้อกำหนดเฉพาะเพิ่มเติมด้านความปลอดภัยและวิธีทดสอบ,8,8,8,7,0,0,16,2025-11-01,15,0.9999998750000157,0.4999999687500019,0.4999999687500019,0.0
3000 เล่ม 2-2562,เครื่องเล่นสนามสาธารณะ เล่ม 2 กระดานลื่น ข้อกำหนดเฉพาะเพิ่มเติมด้านความปลอดภัย และวิธีทดสอบ,8,8,9,7,0,0,17,2025-11-01,15,1.1249998593750177,0.5294117335640156,0.47058820761245834,0.0
3000 เล่ม 3-2563,เครื่องเล่นสนามสาธารณะ เล่ม 3 ม้าหมุน,7,7,9,8,0,0,16,2025-11-01,15,1.2857141020408425,0.5624999648437522,0.4374999726562517,0.0
3000 เล่ม 4-2563,เครื่องเล่นสนามสาธารณะ เล่ม 4 อุปกรณ์โยก,8,8,12,10,0,0,20,2025-11-01,18,1.4999998125000236,0.5999999700000015,0.399999980000001,0.0
3002-2562,อุปกรณ์ควบคุมหลอด - คุณลักษณะที่ต้องการเฉพาะสำหรับอุปกรณ์ควบคุมอิเล็กทรอนิกส์ ที่ใช้แหล่งจ่ายไฟฟ้ากระแสตรงหรือไฟฟ้ากระแสสลับสำหรับมอดูลแอลอีดี,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
3017-2563,รถยนต์ขนาดเล็กที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยประกายไฟ เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 10,10,9,46,20,1,1,57,2025-11-01,30,4.599999540000046,0.8214285567602044,0.17857142538265314,0.017543859341335802
3018-2563,รถยนต์ขนาดเล็กที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยการอัด เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 8,11,9,15,7,0,0,26,2025-11-01,16,1.3636362396694328,0.5769230547337286,0.4230769068047343,0.0
3024 เล่ม 1-2563,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 1 คุณลักษณะที่ต้องการสำหรับส่วนประกอบเชื่อมต่อ,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
3024 เล่ม 2-2563,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 2 คุณลักษณะที่ต้องการสำหรับตัวนำและหลักดิน,0,0,0,0,2,1,2,2025-11-01,1,0.0,0.0,0.0,0.99999950000025
3024 เล่ม 4-2563,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 4 คุณลักษณะที่ต้องการสำหรับตัวยึดตัวนำ,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
3024 เล่ม 5-2564,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 5 คุณลักษณะที่ต้องการสำหรับกล่องตรวจสอบหลักดินและซีลหลักดิน,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
3026-2563,ยานยนต์ประเภท M และ N: คุณลักษณะเฉพาะสำหรับระบบส่งกำลังด้วยไฟฟ้า,0,0,0,0,2,1,2,2025-11-01,1,0.0,0.0,0.0,0.99999950000025
3029-2563,มอร์ตาร์ควบคุมการกัดกร่อนของเหล็กโครงสร้างในคอนกรีต,0,0,0,0,3,2,3,2025-11-01,2,0.0,0.0,0.0,0.9999996666667778
3030-2563,เครื่องตรวจวัดฝุ่นละอองลอยหลักการไฟฟ้าสถิต,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
3043-2563,รถยนต์ขนาดใหญ่ที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยประกายไฟที่ใช้ก๊าซธรรมชาติหรือก๊าซปิโตรเลียมเหลวเป็นเชื้อเพลิง เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 3,0,0,8,7,0,0,8,2025-11-01,7,8000000.0,0.9999998750000157,0.0,0.0
3046-2563,รถยนต์ขนาดใหญ่ที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยการอัด เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 6,8,8,50,31,0,0,58,2025-11-01,39,6.249999218750098,0.8620689506539837,0.1379310321046374,0.0
3056-2563,มอร์ตาร์ฉาบผิวบาง,0,0,0,0,13,13,13,2025-11-01,13,0.0,0.0,0.0,0.9999999230769291
306-2541,วงล้อรถจักรยานยนต์,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
3078-2563,มาตรวัดน้ำ,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
310-2522,ท่อเหล็กกล้าสำหรับทำรถจักรยาน,0,0,0,0,2,1,2,2025-11-01,1,0.0,0.0,0.0,0.99999950000025
3173-2564,สารสกัดจากกัญชงที่มีปริมาณแคนนาบิไดออลรวม ไม่น้อยกว่า 80% โดยมวล,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
319 เล่ม 2-2551,ปูนไลม์อุตสาหกรรม เล่ม 2 ปูนขาว,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
3202-2564,คอนกรีตแห้งสำเร็จรูป,0,0,0,0,5,4,5,2025-11-01,4,0.0,0.0,0.0,0.99999980000004
3209-2564,เครื่องยนต์แก๊สโซลีนขนาดเล็กระบายความร้อนด้วยอากาศ,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
321-2560,กระดาษทำลูกฟูก,0,0,0,0,7,6,7,2025-11-01,6,0.0,0.0,0.0,0.9999998571428775
324-2522,ซี่ล้อรถจักรยานยนต์,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
3243-2564,เหล็กกล้าทรงแบนรีดร้อนเคลือบสังกะสีโดยกรรมวิธีจุ่มร้อน,30,21,63,40,0,0,93,2025-11-01,61,2.0999999300000023,0.6774193475546307,0.3225806416926813,0.0
3246-2564,ไนโตรเจนทางการแพทย์,0,0,0,0,6,2,6,2025-11-01,2,0.0,0.0,0.0,0.9999998333333611
3250-2564,ตัวแยกสายชนิดพอลิเมอร์พร้อมอุปกรณ์จับยึดสายไฟฟ้า,0,0,0,0,6,6,6,2025-11-01,6,0.0,0.0,0.0,0.9999998333333611
327-2553,สีเคลือบเงาแอลคีด,0,0,0,0,31,26,31,2025-11-01,26,0.0,0.0,0.0,0.9999999677419364
328-2551,สีอะลูมิเนียมรองพื้นสำหรับงานไม้,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
3286-2564,ลวดชุบแข็งและอบคืนตัวสำหรับคอนกรีตอัดแรง,1,1,0,0,1,1,2,2025-11-01,2,0.0,0.0,0.9999990000010001,0.499999750000125
329-2542,ผลิตภัณฑ์ทำความสะอาดประเภทกรดสำหรับกระเบื้องและเครื่องสุขภัณฑ์เซรามิก,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
331-2561,อะลูมิเนียมทรงแบนรีดเย็น สำหรับงานทั่วไปและงานขึ้นรูป,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
332-2537,เครื่องดับเพลิงยกหิ้วชนิดผงเคมีแห้ง,120,27,16,9,0,0,136,2025-11-01,36,0.13333333222222224,0.11764705795847752,0.8823529346885813,0.0
334-2528,โซ่รถจักรยานยนต์,0,0,0,0,4,3,4,2025-11-01,3,0.0,0.0,0.0,0.9999997500000625
3357-2565,เสาเข็มเหล็กกล้าแบบเกลียว,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
3359-2565,อะลูมิเนียมกันกร่อนสำหรับป้องกันสนิมแบบแคโทดิก,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
337-2545,กลีเซอรีนบริสุทธิ์,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
3399-2565,น้ำยางคอมพาวนด์สำหรับปรับคุณภาพดินซีเมนต์,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
340-2528,ท่อไอเสียรถยนต์,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
341-2543,ท่อไอเสียรถจักรยานยนต์,54,42,39,16,0,0,93,2025-11-01,58,0.7222222088477369,0.41935483420048564,0.5806451550468263,0.0
3412-2565,ถังก๊าซปิโตรเลียมเหลวสำหรับรถโฟล์คลิฟท์: ถังโลหะ,0,0,0,0,4,3,4,2025-11-01,3,0.0,0.0,0.0,0.9999997500000625
3413-2565,ลูกบอลดับเพลิงอัตโนมัติ,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
3426-2565,เสาเข็มคอนกรีตกำลังสูงอัดแรงแบบแรงเหวี่ยง,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
3438-2565,กระดาษสัมผัสอาหารสำหรับปรุงอาหารด้วยความร้อน,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
344-2562,ขั้วรับหลอดฟลูออเรสเซนซ์และขั้วรับสตาร์ตเตอร์,6,6,6,6,0,0,12,2025-11-01,12,0.9999998333333611,0.4999999583333368,0.4999999583333368,0.0
3459-2565,โซ่เหล็กกล้า,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
3460-2565,เชื้อเพลิงขยะ,0,0,0,0,2,1,2,2025-11-01,1,0.0,0.0,0.0,0.99999950000025
