tis_number,tis_name_th,snapshot_date,num_manufacturing_licenses,num_import_licenses,num_display_licenses,num_manufacturing_entrepreneurs,num_import_entrepreneurs,num_display_entrepreneurs,num_total_entrepreneurs,total_licenses,import_to_manufacturing_ratio,import_dependency_ratio,domestic_share_ratio,display_to_total_ratio,risk_score,risk_label
238-2520,ถังน้ำเหล็กอาบสังกะสี,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2385-2551,สายต่อใช้ในการแพทย์,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2386-2555,สีรองพื้นกันสนิมซิงก์ฟอสเฟต,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
2387-2555,สีรองพื้นกันสนิม,2025-11-01,0,0,17,0,0,16,16,17,0.0,0.0,0.0,0.999999941176474,5.79950289975145,low
239-2561,กระดาษเช็ดมือ,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2391-2551,สารละลายเฟร์ริกคลอไรด์,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
2392-2551,เครื่องกรองน้ำดื่ม,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
24-2559,เหล็กเส้นเสริมคอนกรีต : เหล็กข้ออ้อย,2025-11-01,46,3,0,37,1,0,38,49,0.06521738988657848,0.06122448854643901,0.9387754910453981,0.0,5.536245529906718,low
240-2561,กระดาษเช็ดปาก,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2424-2565,หน้ากากอนามัยใช้ครั้งเดียว,2025-11-01,0,0,34,0,0,33,33,34,0.0,0.0,0.0,0.9999999705882362,2.8528030930682133,low
2425-2560,เครื่องตัดวงจรใช้กระแสเหลือแบบไม่มีอุปกรณ์ป้องกันกระแสเกิน สำหรับใช้ในที่อยู่อาศัยและใช้ในลักษณะที่คล้ายกัน เล่ม 1 หลักเกณฑ์ทั่วไป,2025-11-01,2,46,0,2,37,0,39,48,22.99998850000575,0.958333313368056,0.041666665798611134,0.0,50.32746435419401,medium
2426-2552,เตาเผาไฟฟ้า : แบบความต้านทาน,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2432-2555,เต้าเสียบและเต้ารับสำหรับใช้ในที่อยู่อาศัยและงานทั่วไปที่มีจุดประสงค์คล้ายกัน : ชุดสายพ่วง,2025-11-01,72,122,0,48,79,0,127,194,1.6944444209104943,0.6288659761398661,0.37113401870549473,0.0,32.13211959944967,low
2434-2552,สายเคเบิลโทรคมนาคม ตัวนำทองแดง หุ้มฉนวนพอลิโอเลฟิน สำหรับการติดตั้งแบบแขวนในอากาศ,2025-11-01,8,5,0,7,2,0,9,13,0.6249999218750099,0.3846153550295881,0.615384568047341,0.0,29.155650606831713,low
2438-2552,ที่นอนโฟมพอลิสไตรีน,2025-11-01,0,0,3,0,0,2,2,3,0.0,0.0,0.0,0.9999996666667778,33.30203442879499,low
2440-2552,เครื่องใช้เหล็กกล้าไร้สนิม: ภาชนะหุงต้มที่มีรอยประสาน,2025-11-01,14,1,0,10,1,0,11,15,0.07142856632653098,0.06666666222222252,0.9333332711111153,0.0,11.58841922231429,low
2441-2562,ถังก๊าซปิโตรเลียมเหลว : ถังคอมโพสิต,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2461-2565,ตู้น้ำร้อนน้ำเย็นบริโภคและตู้น้ำเย็นบริโภค เฉพาะด้านความปลอดภัย,2025-11-01,4,7,1,4,6,1,11,12,1.7499995625001092,0.636363578512402,0.3636363305785154,0.08333332638888948,40.073265371939094,medium
247-2552,ด้ายเย็บพอลิเอสเทอร์,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2477-2552,ถุงฝายยาง,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
2479-2552,ยางกันเรือกระแทกรูปท่อทรงกระบอกและรูปตัววี,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
248-2567,ราวเหล็กลูกฟูกกันรถสำหรับทางสัญจร,2025-11-01,0,0,56,0,0,56,56,56,0.0,0.0,0.0,0.9999999821428575,1.6637838728276086,low
2480-2562,หน้ากากใช้ครั้งเดียวชนิด N95 ลดความเสี่ยงการติดเชื้อทางการแพทย์,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
2481-2552,เครื่องขูดหินน้ำลายไฟฟ้า,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
249-2540,ข้อต่อท่อเหล็กหล่ออบเหนียวต่อด้วยเกลียว,2025-11-01,0,0,8,0,0,3,3,8,0.0,0.0,0.0,0.9999998750000157,24.953051643192488,low
2493 เล่ม 1-2554,ภาชนะพลาสติกบรรจุอาหารสำหรับเตาไมโครเวฟ เล่ม 1 สำหรับการอุ่น,2025-11-01,66,40,0,64,25,0,89,106,0.6060605968778697,0.377358487006052,0.6226415035599858,0.0,19.887225563410162,low
2493 เล่ม 2-2556,ภาชนะพลาสติกบรรจุอาหารสำหรับเตาไมโครเวฟ เล่ม 2 สำหรับการอุ่นครั้งเดียว,2025-11-01,117,60,0,104,37,0,141,177,0.5128205084374315,0.33898304893229914,0.6610169454179834,0.0,17.56080377343856,low
2502-2553,พรมทอ,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2505-2553,ถุงมือยางที่ใช้ในอุตสาหกรรมอาหาร,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2507-2553,ยางกันเรือกระแทกรูปตัวดีและรูปจัตุรัส,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
2508-2555,กระเบื้องเซรามิก,2025-11-01,21,1590,0,11,197,0,208,1611,75.7142821088437,0.9869646176368934,0.013035381742374064,0.0,49.73370218146324,medium
251-2554,ผ้าโปร่งดูดซึม ผ้าพันแผล และผ้าซับ,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
2514-2564,สีอิมัลชันลดความร้อนจากแสงอาทิตย์,2025-11-01,0,0,12,0,0,11,11,12,0.0,0.0,0.0,0.9999999166666736,8.25508607198748,low
2515-2555,สีเคลือบเงาชนิดน้ำ,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2517-2561,หลอดให้สารละลายทางหลอดเลือดแบบมีเข็มนำใช้ครั้งเดียว,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2518-2557,ท่ออีพ็อกซีเรซินเสริมใยแก้ว สำหรับใช้ร้อยสายไฟฟ้าและสายโทรศัพท์,2025-11-01,0,0,11,0,0,10,10,11,0.0,0.0,0.0,0.9999999090909174,9.014084507042254,low
2529-2555,สีจราจรชนิดน้ำ,2025-11-01,0,0,8,0,0,6,6,8,0.0,0.0,0.0,0.9999998750000157,14.218645204560698,low
253-2521,แหและอวน : ไนลอนและโพลิเอทิลีน,2025-11-01,0,0,2,0,0,1,1,2,0.0,0.0,0.0,0.99999950000025,50.0,medium
2532-2563,สีสังเคราะห์ : สีแอซิด,2025-11-01,10,61,0,10,27,0,37,71,6.099999390000061,0.8591549174766914,0.14084506843880185,0.0,45.50037054526874,medium
2543-2555,มาตรพลังงานไฟฟ้ากระแสสลับ : ข้อกำหนดเฉพาะ มาตรอิเล็กทรอนิกส์สำหรับพลังงานใช้งาน (ชั้น 1 และชั้น 2),2025-11-01,0,0,44,0,0,31,31,44,0.0,0.0,0.0,0.9999999772727278,3.036971830985915,low
2544-2555,มาตรพลังงานไฟฟ้ากระแสสลับ : ข้อกำหนดเฉพาะ มาตรอิเล็กทรอนิกส์สำหรับพลังงานใช้งาน (ชั้น 0.2S และชั้น 0.5S),2025-11-01,0,0,21,0,0,14,14,21,0.0,0.0,0.0,0.9999999523809546,6.58528951486698,low
2555-2554,รถยนต์ขนาดเล็กที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยประกายไฟที่ใช้ก๊าซธรรมชาติหรือก๊าซปิโตรเลียมเหลวเป็นเชื้อเพลิง เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 1,2025-11-01,1,0,0,1,0,0,1,1,0.0,0.0,0.9999990000010001,0.0,50.0,medium
2559-2554,พอลิเอทิลีนคอมพาวนด์สำหรับผลิตท่อน้ำดื่ม,2025-11-01,0,0,4,0,0,3,3,4,0.0,0.0,0.0,0.9999997500000625,24.953051643192488,low
256-2540,ประตูน้ำเหล็กหล่อ : ลิ้นยกแบบรองลิ้นโลหะสำหรับงานประปา,2025-11-01,0,0,39,0,0,19,19,39,0.0,0.0,0.0,0.999999974358975,4.915492957746479,low
257-2549,น้ำบริโภค,2025-11-01,0,0,7,0,0,5,5,7,0.0,0.0,0.0,0.9999998571428775,16.604068857589986,low
2573-2555,เครื่องหมายปุ่มบนพื้นทาง : หมุดสะท้อนแสง,2025-11-01,0,0,14,0,0,13,13,14,0.0,0.0,0.0,0.9999999285714337,7.062374245472837,low
258-2521,แหวนรองแบบเรียบ,2025-11-01,0,0,8,0,0,7,7,8,0.0,0.0,0.0,0.9999998750000157,12.429577464788732,low
2594-2567,ปูนซีเมนต์ไฮดรอลิก,2025-11-01,17,2,0,10,2,0,12,19,0.11764705190311459,0.10526315235457093,0.8947367950138528,0.0,12.87601430658918,low
2595-2566,ปูนซีเมนต์สำหรับงานก่อและงานฉาบ,2025-11-01,0,0,9,0,0,7,7,9,0.0,0.0,0.0,0.9999998888889013,12.429577464788732,low
2599-2556,ถุงเท้าใช้งานหนัก,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
2600-2556,กระเบื้องหินขัดชั้นเดียว,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2601-2556,คอนกรีตบล็อกมวลเบาแบบเติมฟองอากาศ,2025-11-01,0,0,12,0,0,11,11,12,0.0,0.0,0.0,0.9999999166666736,8.25508607198748,low
2602-2556,กระจกนิรภัยสำหรับยานยนต์,2025-11-01,26,345,0,13,57,0,70,371,13.269230258875758,0.9299191349597867,0.07008086234479552,0.0,47.813156263459234,medium
2610-2556,ยูนิตทำฟัน,2025-11-01,0,0,8,0,0,7,7,8,0.0,0.0,0.0,0.9999998750000157,12.429577464788732,low
2611-2556,วัสดุโคลด์พลาสติกสำหรับทำเครื่องหมายบนผิวทาง,2025-11-01,0,0,17,0,0,12,12,17,0.0,0.0,0.0,0.999999941176474,7.6128566269411335,low
2619-2556,กระเบื้องคอนกรีตเสริมประกอบสำหรับมุงหลังคา,2025-11-01,0,0,8,0,0,5,5,8,0.0,0.0,0.0,0.9999998750000157,16.604068857589986,low
2622-2556,ภาชนะและเครื่องใช้โลหะเคลือบฟลูออโรพอลิเมอร์สำหรับอาหาร,2025-11-01,2,89,0,2,56,0,58,91,44.49997775001112,0.9780219672744839,0.021978021736505256,0.0,50.50530041909808,medium
2623 เล่ม 2(1)-2560,ลูกถ้วยแขวนในระบบจำหน่ายไฟฟ้า : พอร์ซเลน,2025-11-01,0,0,7,0,0,7,7,7,0.0,0.0,0.0,0.9999998571428775,12.429577464788732,low
2623 เล่ม 2(2)-2560,ลูกถ้วยแขวนในระบบส่งไฟฟ้า : พอร์ซเลน,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
2623 เล่ม 3-2563,ลูกถ้วยไฟฟ้า เล่ม 3 ลูกถ้วยล้อ: พอร์ซเลน,2025-11-01,0,0,10,0,0,10,10,10,0.0,0.0,0.0,0.99999990000001,9.014084507042254,low
2623 เล่ม 4-2563,ลูกถ้วยไฟฟ้า เล่ม 4 : ลูกถ้วยยึดโยง: พอร์ซเลน,2025-11-01,0,0,5,0,0,5,5,5,0.0,0.0,0.0,0.99999980000004,16.604068857589986,low
2623 เล่ม 7(1)-2564,ลูกถ้วยไฟฟ้า เล่ม 7(1) ลูกถ้วยหลักรับสายไฟฟ้า : พอร์ซเลน,2025-11-01,0,0,11,0,0,11,11,11,0.0,0.0,0.0,0.9999999090909174,8.25508607198748,low
2623 เล่ม 7(2)-2564,ลูกถ้วยไฟฟ้า เล่ม 7(2) ลูกถ้วยหลักก้านตรงรับสายไฟฟ้า : พอร์ซเลน,2025-11-01,0,0,8,0,0,8,8,8,0.0,0.0,0.0,0.9999998750000157,11.038080333854982,low
2623 เล่ม 9-2564,ลูกถ้วยไฟฟ้า เล่ม 9 ลูกถ้วยหลักรับอุปกรณ์: พอร์ซเลน,2025-11-01,0,0,7,0,0,7,7,7,0.0,0.0,0.0,0.9999998571428775,12.429577464788732,low
2625-2557,สีเคลือบแอลคีด : เฉพาะด้านความปลอดภัย,2025-11-01,64,1,0,60,1,0,61,65,0.015624999755859379,0.015384615147928998,0.9846153694674559,0.0,2.2912662048832972,low
2662-2557,สีพ่นยานยนต์พอลิยูรีเทนชนิดแยกส่วนผสมสองส่วน : สีพื้นรองทับหน้า,2025-11-01,0,0,8,0,0,8,8,8,0.0,0.0,0.0,0.9999998750000157,11.038080333854982,low
2663-2557,สีพ่นยานยนต์พอลิยูรีเทนชนิดแยกส่วนผสมสองส่วน : สีทับหน้า,2025-11-01,0,0,9,0,0,9,9,9,0.0,0.0,0.0,0.9999998888889013,9.924882629107982,low
2664-2557,สารเคลือบเงาพอลิยูรีเทนชนิดแยกส่วนผสมสองส่วนสำหรับยานยนต์,2025-11-01,0,0,11,0,0,11,11,11,0.0,0.0,0.0,0.9999999090909174,8.25508607198748,low
2667-2558,แผ่นยางรองรางรถไฟ,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2668-2558,ยางล้อตันสำหรับรถฟอร์กลิฟต์,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
2676-2558,ท่อเหล็กกล้าไร้สนิมออสเทไนต์สำหรับใช้งานทั่วไป,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
2682-2563,เม็ดยางใช้ทำพื้นสังเคราะห์,2025-11-01,0,0,6,0,0,5,5,6,0.0,0.0,0.0,0.9999998333333611,16.604068857589986,low
2683-2563,พื้นสังเคราะห์,2025-11-01,0,0,14,0,0,12,12,14,0.0,0.0,0.0,0.9999999285714337,7.6128566269411335,low
2685-2558,แผ่นอะคริลิกใช้งานทั่วไป : แผ่นหล่อต่อเนื่อง,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2689-2558,ท่อเหล็กกล้าไร้สนิมออสเทไนต์สำหรับโครงสร้างงานตกแต่ง,2025-11-01,0,0,5,0,0,5,5,5,0.0,0.0,0.0,0.99999980000004,16.604068857589986,low
27-2543,ถังก๊าซปิโตรเลียมเหลว,2025-11-01,11,0,0,8,0,0,8,11,0.0,0.0,0.9999999090909174,0.0,11.038080333854982,low
2701-2559,ซีเมนต์ไฮดรอลิกเกร้าต์,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
2703-2566,กาวซีเมนต์,2025-11-01,0,0,19,0,0,16,16,19,0.0,0.0,0.0,0.9999999473684238,5.79950289975145,low
2706-2559,มอร์ตาร์สำหรับก่อคอนกรีตบล็อกมวลเบา,2025-11-01,0,0,15,0,0,10,10,15,0.0,0.0,0.0,0.9999999333333378,9.014084507042254,low
2707-2560,ถังก๊าซ - ถังอะลูมิเนียมเจือมีรอยเชื่อมประเภทบรรจุก๊าซซ้ำ - การออกแบบ การสร้าง และการทดสอบ,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
271-2563,บะหมี่กึ่งสำเร็จรูป,2025-11-01,0,0,2,0,0,1,1,2,0.0,0.0,0.0,0.99999950000025,50.0,medium
2718-2560,ยางล้อแบบสูบลมสำหรับรถยนต์และส่วนพ่วง,2025-11-01,20,590,0,17,100,0,117,610,29.499998525000073,0.9672131131685031,0.03278688519215265,0.0,49.11580861059996,medium
2719-2560,ยางล้อแบบสูบลม สำหรับรถยนต์เชิงพาณิชย์และส่วนพ่วง,2025-11-01,24,420,0,20,116,0,136,444,17.499999270833364,0.9459459438154371,0.05405405393231069,0.0,47.93469879583817,medium
272-2564,สีอิมัลชันใช้งานทั่วไป,2025-11-01,0,0,30,0,0,29,29,30,0.0,0.0,0.0,0.9999999666666678,3.2456964006259783,low
2720-2560,ยางล้อแบบสูบลมสำหรับรถจักรยานยนต์และโมเปด,2025-11-01,21,150,0,18,66,0,84,171,7.142856802721104,0.8771929773263568,0.12280701682568997,0.0,44.944432591371985,medium
2721-2560,ยางล้อสูบลม : ข้อกำหนดด้านเสียงจากยางล้อที่สัมผัสผิวถนน การยึดเกาะถนนบนพื้นเปียก และความต้านทานการหมุน,2025-11-01,26,736,0,20,154,0,174,762,28.307691218934952,0.9658792638243054,0.034120734863358614,0.0,48.77256872249155,medium
2731-2559,แอสฟัลต์ซีเมนต์ปรับปรุงคุณภาพด้วยยางธรรมชาติ,2025-11-01,0,0,12,0,0,9,9,12,0.0,0.0,0.0,0.9999999166666736,9.924882629107982,low
2733-2559,น้ำยางคอมพาวด์เคลือบผ้าปูสระกักเก็บน้ำ,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
2735-2559,มอร์ตาร์สำหรับฉาบคอนกรีตมวลเบา,2025-11-01,0,0,17,0,0,12,12,17,0.0,0.0,0.0,0.999999941176474,7.6128566269411335,low
2737-2559,กระจกอบแข็งด้วยความร้อน,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
274-2565,แป้งมันสำปะหลัง,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2753-2567,เหล็กกล้าทรงแบนเคลือบอะลูมิเนียม 55% ผสมสังกะสี โดยกรรมวิธีจุ่มร้อนและเคลือบสี,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
276-2562,ท่อเหล็กกล้าคาร์บอนชนิดทนความดัน,2025-11-01,0,0,12,0,0,9,9,12,0.0,0.0,0.0,0.9999999166666736,9.924882629107982,low
2762-2559,ลูกถ้วยแยกสายไฟฟ้าพอร์ซเลนชนิดเคลือบเซรามิกพร้อมพอลิเมอร์ยึดสายไฟฟ้า,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
2764-2559,ท่อลอนพอลิเอทิลีนเสริมเหล็ก,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
2773-2560,รถตัดอ้อย,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
2774-2560,กำมะถันสำหรับอุตสาหกรรมยาง,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
2779-2562,หลอดแอลอีดีขั้วคู่ที่ออกแบบเพื่อเปลี่ยนทดแทนหลอดฟลูออเรสเซนซ์ชนิดตรง-คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,14,135,0,14,98,0,112,149,9.642856454081683,0.9060402623755687,0.09395973091302194,0.0,46.09473457907721,medium
2780-2562,หลอดแอลอีดีมีบัลลาสต์ในตัวสำหรับการให้แสงสว่างทั่วไป ด้วยแรงดันไฟฟ้ามากกว่า 50 V - คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,11,181,0,11,119,0,130,192,16.454543958677824,0.9427083284233941,0.05729166636827257,0.0,47.80631257832739,medium
279-2525,ลูกถ้วยก้านตรง : ปอร์ซเลน,2025-11-01,0,0,2,0,0,1,1,2,0.0,0.0,0.0,0.99999950000025,50.0,medium
2817-2562,เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็นเคลือบโลหะ สำหรับงานโครงสร้างทั่วไป,2025-11-01,0,0,12,0,0,12,12,12,0.0,0.0,0.0,0.9999999166666736,7.6128566269411335,low
2821-2560,พอลิอะลูมิเนียมคลอไรด์ชนิดผง,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
284-2560,อะลูมิเนียมเจืออัดรีดขึ้นรูป,2025-11-01,0,0,24,0,0,22,22,24,0.0,0.0,0.0,0.999999958333335,4.262094304960195,low
287-2565,กระดาษพิมพ์และเขียน,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
2879-2560,แบตเตอรี่สำรองไฟฟ้าสำหรับการใช้งานแบบพกพา - คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,12,171,0,10,109,0,119,183,14.2499988125001,0.9344262244020425,0.06557377013347666,0.0,47.46231333470984,medium
2892-2563,ซีเมนต์ยาแนวสำหรับกระเบื้องเซรามิก,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2895-2564,คอนกรีตบล็อกเชิงตันไม่รับน้ำหนัก,2025-11-01,0,0,5,0,0,5,5,5,0.0,0.0,0.0,0.99999980000004,16.604068857589986,low
2900-2561,แท่นพลาสติกกั้นจราจร,2025-11-01,0,0,2,0,0,1,1,2,0.0,0.0,0.0,0.99999950000025,50.0,medium
291 เล่ม 1-2530,สลักเกลียวหัวหกเหลี่ยม เล่ม 1 ผลิตภัณฑ์ขั้น A และ B,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2915-2561,รถจักรยานยนต์เฉพาะด้านความปลอดภัย - สารมลพิษจากเครื่องยนต์ ระดับที่ 7,2025-11-01,30,39,0,19,14,0,33,69,1.299999956666668,0.5652173831127916,0.43478260239445504,0.0,31.11367258118861,low
2916-2561,ยางมะตอยผสมสำเร็จ,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
2917-2561,ท่อพอลิเอทิลีนผนังโครงสร้างแบบเรียบสำหรับงานท่อใต้ดิน,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
2919-2561,คอนกรีตผสมเสร็จสำหรับสภาพแวดล้อมทางทะเล,2025-11-01,0,0,11,0,0,10,10,11,0.0,0.0,0.0,0.9999999090909174,9.014084507042254,low
2921-2562,ภาชนะและเครื่องใช้เมลามีน-ฟอร์แมลดีไฮด์ ยูเรีย-ฟอร์แมลดีไฮด์ และเมลามีน-ยูเรีย-ฟอร์แมลดีไฮด์ สำหรับอาหาร: เฉพาะด้านความปลอดภัย,2025-11-01,12,32,0,12,29,0,41,44,2.666666444444463,0.7272727107438021,0.27272726652892576,0.0,38.655162904411846,low
293-2541,สายไฟฟ้าอะลูมิเนียมหุ้มด้วยฉนวนโพลิไวนิลคลอไรด์,2025-11-01,41,8,0,32,5,0,37,49,0.19512194646044034,0.16326530279050402,0.8367346768013332,0.0,10.705889401612538,low
2948-2562,กระดาษสัมผัสอาหาร,2025-11-01,0,0,7,0,0,7,7,7,0.0,0.0,0.0,0.9999998571428775,12.429577464788732,low
2952-2561,ยานยนต์ประเภท L : คุณลักษณะเฉพาะสำหรับระบบส่งกำลังด้วยไฟฟ้า,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
2959-2562,เทอร์โมฟอร์มิงรับเบอร์,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2973-2562,พอลิเมอร์เสริมเส้นใย สำหรับงานโครงสร้างคอนกรีตไม่อัดแรง,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
2979-2562,ยางล้อแบบสูบลมหล่อดอกซ้ำ สำหรับยานยนต์เชิงพาณิชย์และส่วนพ่วง,2025-11-01,39,0,0,39,0,0,39,39,0.0,0.0,0.999999974358975,0.0,2.410798122065728,low
2981-2567,เหล็กกล้าทรงแบนเคลือบสังกะสีผสมอะลูมิเนียม 5% ขึ้นไป และแมกนีเซียม 2% ขึ้นไป โดยกรรมวิธีจุ่มร้อน,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
2982-2562,เหล็กกล้าทรงแบนรีดร้อนที่ต้านการกัดกร่อนในบรรยากาศ สำหรับงานโครงสร้างเชื่อมประกอบ,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
2984-2562,ตู้น้ำดื่มหยอดเหรียญอัตโนมัติ,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
3-2562,น้ำปลา,2025-11-01,0,0,5,0,0,4,4,5,0.0,0.0,0.0,0.99999980000004,19.943661971830988,low
30-2564,ไนทรัสออกไซด์ทางการแพทย์,2025-11-01,4,0,0,4,0,0,4,4,0.0,0.0,0.9999997500000625,0.0,19.943661971830988,low
3000 เล่ม 1-2562,เครื่องเล่นสนามสาธารณะ เล่ม 1 ชิงช้า ข้อกำหนดเฉพาะเพิ่มเติมด้านความปลอดภัยและวิธีทดสอบ,2025-11-01,8,8,0,8,7,0,15,16,0.9999998750000157,0.4999999687500019,0.4999999687500019,0.0,31.16783910720458,low
3000 เล่ม 2-2562,เครื่องเล่นสนามสาธารณะ เล่ม 2 กระดานลื่น ข้อกำหนดเฉพาะเพิ่มเติมด้านความปลอดภัย และวิธีทดสอบ,2025-11-01,8,9,0,8,7,0,15,17,1.1249998593750177,0.5294117335640156,0.47058820761245834,0.0,32.638427365206304,low
3000 เล่ม 3-2563,เครื่องเล่นสนามสาธารณะ เล่ม 3 ม้าหมุน,2025-11-01,7,9,0,7,8,0,15,16,1.2857141020408425,0.5624999648437522,0.4374999726562517,0.0,34.292838948656794,low
3000 เล่ม 4-2563,เครื่องเล่นสนามสาธารณะ เล่ม 4 อุปกรณ์โยก,2025-11-01,8,12,0,8,10,0,18,20,1.4999998125000236,0.5999999700000015,0.399999980000001,0.0,35.17914389865411,low
3002-2562,อุปกรณ์ควบคุมหลอด - คุณลักษณะที่ต้องการเฉพาะสำหรับอุปกรณ์ควบคุมอิเล็กทรอนิกส์ ที่ใช้แหล่งจ่ายไฟฟ้ากระแสตรงหรือไฟฟ้ากระแสสลับสำหรับมอดูลแอลอีดี,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
3017-2563,รถยนต์ขนาดเล็กที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยประกายไฟ เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 10,2025-11-01,10,46,1,9,20,1,30,57,4.599999540000046,0.8214285567602044,0.17857142538265314,0.017543859341335802,44.20939591169266,medium
