tis_number,tis_name_th,snapshot_date,num_manufacturing_licenses,num_import_licenses,num_display_licenses,num_manufacturing_entrepreneurs,num_import_entrepreneurs,num_display_entrepreneurs,num_total_entrepreneurs,total_licenses,import_to_manufacturing_ratio,import_dependency_ratio,domestic_share_ratio,display_to_total_ratio,risk_score,risk_label
940-2562,ลูกฟุตบอล,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
941-2563,ลูกบาสเกตบอล,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
942-2563,ลูกวอลเลย์บอล,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
943-2564,ลวดเหล็กกล้าข้ออ้อยดึงเย็นเสริมคอนกรีต,2025-11-01,0,0,24,0,0,24,24,24,0.0,0.0,0.0,0.999999958333335,3.9136150234741782,low
948-2556,แป้งถั่วเขียว,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
95-2540,ลวดเหล็กกล้าสำหรับคอนกรีตอัดแรง,2025-11-01,30,6,0,14,4,0,18,36,0.19999999333333354,0.16666666203703717,0.8333333101851859,0.0,13.512478245603946,low
950-2547,แอลกอฮอล์แข็งสำหรับใช้เป็นเชื้อเพลิง,2025-11-01,11,0,0,11,0,0,11,11,0.0,0.0,0.9999999090909174,0.0,8.25508607198748,low
951-2533,แผ่นยางรองสะพาน,2025-11-01,0,0,5,0,0,3,3,5,0.0,0.0,0.0,0.99999980000004,24.953051643192488,low
952-2533,หมึกอัดสำเนา,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
955 เล่ม 6-2554,สายไฟฟ้าหุ้มฉนวนยาง แรงดันไฟฟ้าที่กำหนดไม่เกิน 450/750 โวลต์ เล่ม 6 สายอิเล็กโทรดของเครื่องเชื่อมอาร์ก,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
956-2557,หลอดฟลูออเรสเซนซ์ขั้วคู่ -คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,4,19,0,4,13,0,17,23,4.749998812500297,0.8260869206049165,0.17391303591682453,0.0,46.776438326299285,medium
96 เล่ม 2-2560,แบตเตอรี่ปฐมภูมิ เล่ม 2 ข้อกำหนดคุณลักษณะทางรูปร่างและทางไฟฟ้า,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
965-2560,กระจกเทมเปอร์,2025-11-01,52,128,0,47,70,0,117,180,2.4615384142011845,0.7111111071604939,0.2888888872839506,0.0,36.310708159551254,low
967-2533,กระเทียมผง,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
969-2562,หัวนมยางสำหรับขวดนม,2025-11-01,19,22,0,17,20,0,37,41,1.1578946759002802,0.5365853527662109,0.4634146228435458,0.0,29.371892119997913,low
97-2557,ผ้าเบรกสำหรับยานยนต์,2025-11-01,0,0,7,0,0,4,4,7,0.0,0.0,0.0,0.9999998571428775,19.943661971830988,low
971-2533,เสารั้วคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จ,2025-11-01,0,0,10,0,0,6,6,10,0.0,0.0,0.0,0.99999990000001,14.218645204560698,low
975-2538,กระบอกไฮดรอลิกสำหรับอุตสาหกรรมทั่วไป,2025-11-01,0,0,16,0,0,8,8,16,0.0,0.0,0.0,0.9999999375000038,11.038080333854982,low
980-2552,น้ำยางข้นธรรมชาติ,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
982-2556,ท่อพอลิเอทิลีนสำหรับน้ำดื่ม,2025-11-01,0,0,62,0,0,28,28,62,0.0,0.0,0.0,0.999999983870968,3.3608547838756677,low
989-2562,ถังเหล็กกล้าไร้สนิมสำหรับเก็บน้ำ,2025-11-01,0,0,6,0,0,6,6,6,0.0,0.0,0.0,0.9999998333333611,14.218645204560698,low
998-2553,ภาชนะพลาสติกสำหรับบรรจุน้ำบริโภค,2025-11-01,0,0,6,0,0,5,5,6,0.0,0.0,0.0,0.9999998333333611,16.604068857589986,low
999-2533,ท่อพีวีซีแข็งสำหรับใช้ในงานอุตสาหกรรม,2025-11-01,0,0,6,0,0,3,3,6,0.0,0.0,0.0,0.9999998333333611,24.953051643192488,low
