tis_number,tis_name_th,snapshot_date,num_total_entrepreneurs,import_dependency_ratio,entrepreneur_risk_raw,entrepreneur_risk_norm,import_dependency_norm,risk_score,risk_label
1776-2566,มอร์ตาร์สำหรับฉาบ,2025-11-01,9,0.0,0.1,0.19849765258215962,0.0,9.924882629107982,low
1777-2558,แคโพรแล็กแทมสำหรับอุตสาหกรรม,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
178-2549,แผ่นไม้อัด,2025-11-01,12,0.0,0.07692307692307693,0.15225713253882267,0.0,7.6128566269411335,low
18-2529,กระเบื้องซีเมนต์ใยหินแผ่นลอน : ลอนลูกฟูก,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
181-2530,กาวโพลิไวนิลอะซีเทตอิมัลชัน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
182-2562,สำลีที่ใช้ในการแพทย์,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
183-2562,โกลว์สตาร์ตเตอร์สำหรับหลอดฟลูออเรสเซนซ์,2025-11-01,1,0.9999990000010001,0.5,1.0,0.9999990117656942,99.99995058828472,high
1878-2550,เครื่องจ่ายเชิงพาณิชย์และเครื่องขายสินค้าอัตโนมัติ เฉพาะด้านความปลอดภัย,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
188-2547,ปูนยิปซัมสำหรับการก่อสร้าง,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
1884-2564,เหล็กกล้าทรงแบนรีดร้อน ทนแรงดึงสูงที่ปรับปรุงสมบัติการขึ้นรูป สำหรับงานโครงสร้างรถยนต์,2025-11-01,55,0.7674418545159546,0.017857142857142856,0.03390342052313883,0.7674418635446824,40.06726420339106,medium
194-2535,ลวดเหล็กกล้าคาร์บอนต่ำ,2025-11-01,28,0.0,0.034482758620689655,0.06721709567751336,0.0,3.3608547838756677,low
1955-2551,บริภัณฑ์ส่องสว่างและบริภัณฑ์ที่คล้ายกัน : ขีดจำกัดสัญญาณรบกวนวิทยุ,2025-11-01,1066,0.8413264395005657,0.0009372071227741331,0.0,0.8413264493985239,42.06632246992619,medium
1956-2553,บริภัณฑ์เทคโนโลยีสารสนเทศ : ขีดจำกัดสัญญาณรบกวนวิทยุ,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
1984-2543,แผ่นยิปซัมเสริมใยแก้ว,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
199-2534,ซิป,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
1999-2560,เหล็กกล้าทรงแบนรีดร้อน สำหรับงานโครงสร้างรถยนต์,2025-11-01,85,0.7605633767109701,0.011627906976744186,0.0214215525712414,0.7605633856587746,39.0992469115008,low
20-2559,เหล็กเส้นเสริมคอนกรีต : เหล็กเส้นกลม,2025-11-01,34,0.0,0.02857142857142857,0.05537223340040241,0.0,2.7686116700201207,low
200-2536,ลวดเสียบกระดาษ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2011-2563,เหล็กกล้าทรงแบนรีดร้อน ที่ต้านการกัดกร่อนได้ดีในบรรยากาศ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2012-2558,เหล็กกล้าทรงแบนรีดเย็น สำหรับงานทั่วไปและงานดึงขึ้นรูป,2025-11-01,141,0.8015872994667003,0.007042253521126761,0.012233022548436157,0.8015873088971391,40.69101657227876,medium
205-2530,พัดลมไฟฟ้ากระแสสลับชนิดแขวนเพดาน,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2060-2560,เหล็กกล้าทรงแบนรีดร้อน สำหรับงานถังก๊าซ,2025-11-01,10,0.4999999750000012,0.09090909090909091,0.18028169014084508,0.49999998088235387,34.01408355115995,low
2062-2558,กระติกน้ำร้อนไฟฟ้า คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,40,0.7199999856000003,0.024390243902439025,0.0469941600824459,0.7199999940705885,38.34970770765172,low
2066-2552,ฝักบัวอาบน้ำ เฉพาะด้านสิ่งแวดล้อม : การประหยัดน้ำ,2025-11-01,214,0.9306930677711336,0.004651162790697674,0.007441860465116279,0.9306930787204638,46.906746959279005,medium
2067-2552,ก๊อกน้ำสำหรับเครื่องสุขภัณฑ์ เฉพาะด้านสิ่งแวดล้อม : การประหยัดน้ำ,2025-11-01,173,0.8650088794582436,0.005747126436781609,0.0096379040526685,0.8650088896348186,43.73233968437435,medium
207-2562,คลอรีนเหลว,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
208-2566,ตาข่ายลวดเหล็กเคลือบสังกะสี,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2083-2544,ผลิตภัณฑ์ทำความสะอาดสำหรับกระเบื้องและเครื่องสุขภัณฑ์เซรามิก ประเภทสารลดแรงตึงผิว,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2084-2552,กระบอกฉีดอินซูลินปราศจากเชื้อชนิดใช้ครั้งเดียว,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2085-2556,เกลือบริโภคเสริมไอโอดีน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2086-2556,เกลือบริโภคบริสุทธิ์เสริมไอโอดีน,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2090-2564,เบียร์,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
21-2515,เครื่องเงิน,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2107-2544,หัวดับเพลิงไม่มีประตูน้ำ,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2109 เล่ม 2-2559,ฟิวส์แรงดันไฟฟ้าต่ำ เล่ม 2 คุณลักษณะที่ต้องการเพิ่มเติมสำหรับฟิวส์ที่ใช้โดยบุคคลที่ได้รับอนุญาต (ฟิวส์สำหรับใช้ในงานอุตสาหกรรมเป็นหลัก) - ตัวอย่างของระบบฟิวส์มาตรฐาน A ถึง K,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
2115-2545,ไม้พื้นอัดซ้อนเคลือบผิวสำเร็จ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2117-2545,ผลิตภัณฑ์ทำความสะอาดเครื่องครัว,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2118-2545,ที่รองนั่งและฝาพลาสติกสำหรับโถส้วม,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
213-2560,คอนกรีตผสมเสร็จ,2025-11-01,962,0.0,0.0010384215991692627,0.00020280910105840988,0.0,0.010140455052920494,low
2132-2564,เหล็กแผ่นเคลือบสังกะสีโดยกรรมวิธีจุ่มร้อน และเคลือบสี : แผ่นลอน,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2133-2545,ท่อเหล็กกล้าอ่อนเคลือบสังกะสีสำหรับร้อยสายไฟฟ้า,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2134-2553,เครื่องปรับอากาศสำหรับห้อง : ประสิทธิภาพพลังงาน,2025-11-01,104,0.20414847139285103,0.009523809523809525,0.017205454951933825,0.20414847379459775,11.067696437326578,low
2135-2545,เถ้าลอยจากถ่านหินใช้เป็นวัสดุผสมคอนกรีต,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2136-2545,แอนทราไซต์สำหรับกรองน้ำ,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2137-2559,เครื่องแบบนักเรียน : ข้อกำหนดทั่วไป,2025-11-01,11,0.0,0.08333333333333333,0.1651017214397496,0.0,8.25508607198748,low
2138-2559,เครื่องแบบนักเรียน : ผ้าเครื่องแบบนักเรียน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
214-2560,กระดาษชำระ,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2140-2560,เหล็กกล้าทรงแบนรีดเย็น สำหรับงานรถยนต์,2025-11-01,57,0.7165354274288549,0.017241379310344827,0.03266958070260644,0.7165354358586835,37.460250828064495,low
2141-2546,อ่างอาบน้ำอะคริลิกเสริมใยแก้ว,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2143 เล่ม 1-2567,สายไฟฟ้าแรงดันสูงหุ้มฉนวนและอุปกรณ์ส่วนควบใช้กับแรงดันไฟฟ้าที่กำหนดตั้งแต่ 1 kV ถึงไม่เกิน 30 kV เล่ม 1 สายไฟฟ้าใช้กับแรงดันไฟฟ้าที่กำหนด 1 kV และ 3 kV,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2147-2546,ก๊อกน้ำอัตโนมัติสำหรับเครื่องสุขภัณฑ์,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2148-2546,ก๊อกน้ำอัตโนมัติสำหรับเครื่องสุขภัณฑ์ เฉพาะด้านสิ่งแวดล้อม : การประหยัดน้ำ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2149-2546,ก๊อกน้ำติดผนังสำหรับห้องน้ำ,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
2150-2564,พอลิอะลูมิเนียมคลอไรด์ชนิดเหลว,2025-11-01,8,0.0,0.1111111111111111,0.22076160667709963,0.0,11.038080333854982,low
2151-2555,พอลิยูรีเทนเคลือบผิวชนิดแยกส่วนผสมสองส่วนใช้งานทั่วไป,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
2156-2547,มอดิฟายด์แอสฟัลต์ซีเมนต์สำหรับงานทาง,2025-11-01,7,0.0,0.125,0.24859154929577465,0.0,12.429577464788732,low
2157-2547,มอดิฟายด์แอสฟัลต์อิมัลชันสำหรับงานทาง,2025-11-01,8,0.0,0.1111111111111111,0.22076160667709963,0.0,11.038080333854982,low
216-2524,ท่อพีวีซีแข็งสำหรับใช้ร้อยสายไฟฟ้าและสายโทรศัพท์,2025-11-01,38,0.0,0.02564102564102564,0.049500421331407245,0.0,2.475021066570362,low
2165-2561,เคเบิลเส้นใยนำแสง เล่ม 3(10) : เคเบิลภายนอกอาคาร - ข้อกำหนดคุณลักษณะเป็นรายกลุ่ม สำหรับเคเบิลเส้นใยนำแสงโทรคมนาคมชนิดติดตั้งในท่อร้อยสาย ฝังดินโดยตรง และแขวนในอากาศโดยใช้ลวดพัน,2025-11-01,23,0.8214285420918378,0.041666666666666664,0.08161189358372456,0.8214285517557031,45.15202226697138,medium
2166-2548,เคเบิลเส้นใยนำแสง เล่ม 3-20 : เคเบิลภายนอกอาคาร -ข้อกำหนดคุณลักษณะเป็นรายกลุ่มสำหรับเคเบิลเส้นใยนำแสงโทรคมนาคม แขวนในอากาศรับน้ำหนักตัวเองได้,2025-11-01,88,0.8586956490626969,0.011235955056179775,0.020636176610223135,0.8586956591649987,43.96659178876109,medium
217-2556,กรดไฮโดรคลอริกสำหรับอุตสาหกรรม,2025-11-01,6,0.0,0.14285714285714285,0.28437290409121396,0.0,14.218645204560698,low
218-2520,อะลูมิเนียมชุบผิว,2025-11-01,6,0.0,0.14285714285714285,0.28437290409121396,0.0,14.218645204560698,low
2186-2561,ตู้เย็นและตู้เย็นแบบมีช่องแช่เยือกแข็งสำหรับใช้ในที่อยู่อาศัย ข้อกำหนดด้านสิ่งแวดล้อม : ประสิทธิภาพพลังงาน,2025-11-01,43,0.8640776615138092,0.022727272727272728,0.04366197183098591,0.8640776716794287,45.386982175520735,medium
219-2566,แผ่นยิปซัม,2025-11-01,6,0.0,0.14285714285714285,0.28437290409121396,0.0,14.218645204560698,low
2202-2547,สายไฟฟ้าแรงดันสูงหุ้มด้วยฉนวนครอสลิงกด์พอลิเอทิลีน สำหรับแรงดันไฟฟ้าที่กำหนดตั้งแต่ 60 กิโลโวลต์ ถึง 115 กิโลโวลต์,2025-11-01,6,0.11111109876543349,0.14285714285714285,0.28437290409121396,0.11111110007262288,19.774200208191843,low
2203-2558,กระจกลวดลาย,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
221-2558,ซิงก์ออกไซด์สำหรับอุตสาหกรรมทั่วไป,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2214-2561,ตู้เย็นและตู้เย็นแบบมีช่องแช่เยือกแข็ง สำหรับใช้ในที่อยู่อาศัย ข้อกำหนดด้านความปลอดภัย,2025-11-01,48,0.8833333259722222,0.02040816326530612,0.039015042636773016,0.883333336364379,46.1174189500576,medium
2217-2548,เซลล์และแบตเตอรี่ทุติยภูมิที่มีอิเล็กโทรไลต์แอลคาไลน์หรืออิเล็กโทรไลต์อื่นที่ไม่ใช่กรด สำหรับการใช้งานแบบพกพา เฉพาะด้านความปลอดภัย,2025-11-01,412,0.9941724935931395,0.002421307506053269,0.00297377485250486,0.9941725052892866,49.85731400708957,medium
2223-2565,เหล็กกล้าทรงแบนเคลือบสังกะสี โดยกรรมวิธีทางไฟฟ้า,2025-11-01,79,0.5982905931770035,0.0125,0.023169014084507042,0.5982906002157163,31.07298071501117,low
2224-2548,ผลิตภัณฑ์ขจัดคราบน้ำมัน,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
2226-2548,แผ่นผนังคอนกรีตสำเร็จรูป,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
2228-2565,เหล็กกล้าทรงแบนเคลือบอะลูมิเนียม 55% ผสมสังกะสีโดยกรรมวิธีจุ่มร้อน,2025-11-01,81,0.7829457303647618,0.012195121951219513,0.022558112905072713,0.7829457395758881,40.27519262404804,medium
2234-2557,หลอดมีบัลลาสต์ในตัวสำหรับการให้แสงสว่างทั่วไป - คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,11,0.9411764152249167,0.08333333333333333,0.1651017214397496,0.9411764262975804,55.3139073868665,medium
2235-2557,หลอดฟลูออเรสเซนซ์ขั้วเดี่ยว - คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,5,0.8888887901234679,0.16666666666666666,0.3320813771517997,0.8888888005809831,61.04850888663914,medium
224-2533,ท่อคอนกรีตไม่เสริมเหล็กสำหรับงานระบายน้ำ,2025-11-01,7,0.0,0.125,0.24859154929577465,0.0,12.429577464788732,low
2241-2548,สีเคลือบเงาอะคริลิกเรซิน,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
2243-2564,เหล็กลวดคาร์บอนสำหรับงานย้ำหัวและงานทุบขึ้นรูปเย็น,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
225-2562,ไฮโปคลอไรต์,2025-11-01,11,0.0,0.08333333333333333,0.1651017214397496,0.0,8.25508607198748,low
2253-2548,ข้อต่อเหล็กหล่อแกรไฟต์กลมสำหรับท่อส่งน้ำชนิดทนความดัน,2025-11-01,12,0.0,0.07692307692307693,0.15225713253882267,0.0,7.6128566269411335,low
2254-2561,สีเท็กซ์เจอร์,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2261-2549,เสื้อชั้นในชาย,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
2274-2549,ผลิตภัณฑ์ฟอกผ้าประเภทเพอร์ออกไซด์,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
229-2540,อะเซทิลีน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
23-2558,บัลลาสต์สำหรับหลอดฟลูออเรสเซนซ์ - คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,5,0.399999920000016,0.16666666666666666,0.3320813771517997,0.3999999247058974,36.60406509288485,low
2303-2564,แผ่นฉนวนความร้อนใยแร่,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2311-2549,ถังบรรจุก๊าซ-ถังทนความดันสูงสำหรับบรรจุก๊าซธรรมชาติที่ใช้เป็นเชื้อเพลิงสำหรับพาหนะรถยนต์,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2312-2549,เตาหุงต้มในครัวเรือนใช้กับก๊าซปิโตรเลียมเหลว,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
2316-2549,เสาเหล็กกล้าเคลือบสังกะสีสำหรับไฟฟ้าแสงสว่าง,2025-11-01,60,0.0,0.01639344262295082,0.030970522589086433,0.0,1.5485261294543216,low
2321-2564,สีอิมัลชันทนสภาวะอากาศ,2025-11-01,35,0.0,0.027777777777777776,0.05378195096504955,0.0,2.6890975482524775,low
2329-2562,ลูกฟุตซอล,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
2335-2558,ยานยนต์ประเภท M1 N1 ที่ใช้เครื่องยนต์สันดาปภายใน หรือที่ขับเคลื่อนด้วยไฟฟ้า หรือไฮบริดไฟฟ้า: สารมลพิษคาร์บอนไดออกไซด์ ความสิ้นเปลืองเชื้อเพลิง - พลังงานไฟฟ้า และระยะขับเคลื่อนด้วยไฟฟ้า,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2336-2552,มาตรพลังงานไฟฟ้ากระแสสลับ : ข้อกำหนดเฉพาะ มาตรกลไฟฟ้าสำหรับพลังงานไฟฟ้าใช้งาน (ชั้น 0.5 ชั้น 1 และ ชั้น 2),2025-11-01,15,0.0,0.0625,0.12335680751173708,0.0,6.167840375586854,low
2337-2557,บัลลาสต์สำหรับหลอดฟลูออเรสเซนซ์ : คุณลักษณะที่ต้องการด้านประสิทธิภาพพลังงาน,2025-11-01,6,0.57142848979593,0.14285714285714285,0.28437290409121396,0.571428496518618,42.7900700304916,medium
2341-2564,สายไฟฟ้าอากาศตัวนำอะลูมิเนียมหุ้มฉนวนและเปลือกครอสลิงกด์พอลิเอทิลีน สำหรับแรงดันไฟฟ้าที่กำหนด 25 kV และ 35 kV,2025-11-01,7,0.0,0.125,0.24859154929577465,0.0,12.429577464788732,low
2344-2563,สีสังเคราะห์ : สีซัลเฟอร์,2025-11-01,12,0.9374999414062536,0.07692307692307693,0.15225713253882267,0.9374999524356646,54.48785424872436,medium
2345-2550,ธูป,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2346-2566,เสื้อผ้าสำเร็จรูป : ความปลอดภัยจากสีและสารเคมีที่เป็นอันตราย,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2356-2550,แผ่นพีวีซีโฟมแข็ง,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
2357-2550,ท่ออะคริโลไนไทรล์-บิวทาไดอีน-สไตรีน (เอบีเอส) ทนความดัน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
236-2548,หลอดฟลูออเรสเซนซ์ขั้วคู่,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2369-2551,กรดไนทริกสำหรับอุตสาหกรรม,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
237-2564,แหวนยางสำหรับท่อน้ำ,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
2377-2559,แผ่นยางปูพื้น,2025-11-01,7,0.0,0.125,0.24859154929577465,0.0,12.429577464788732,low
2378-2559,บล็อกยางปูพื้น,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
238-2520,ถังน้ำเหล็กอาบสังกะสี,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2385-2551,สายต่อใช้ในการแพทย์,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2386-2555,สีรองพื้นกันสนิมซิงก์ฟอสเฟต,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
2387-2555,สีรองพื้นกันสนิม,2025-11-01,16,0.0,0.058823529411764705,0.115990057995029,0.0,5.79950289975145,low
239-2561,กระดาษเช็ดมือ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2391-2551,สารละลายเฟร์ริกคลอไรด์,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
2392-2551,เครื่องกรองน้ำดื่ม,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
24-2559,เหล็กเส้นเสริมคอนกรีต : เหล็กข้ออ้อย,2025-11-01,38,0.06122448854643901,0.02564102564102564,0.049500421331407245,0.06122448926672711,5.536245529906718,low
240-2561,กระดาษเช็ดปาก,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2424-2565,หน้ากากอนามัยใช้ครั้งเดียว,2025-11-01,33,0.0,0.029411764705882353,0.05705606186136426,0.0,2.8528030930682133,low
2425-2560,เครื่องตัดวงจรใช้กระแสเหลือแบบไม่มีอุปกรณ์ป้องกันกระแสเกิน สำหรับใช้ในที่อยู่อาศัยและใช้ในลักษณะที่คล้ายกัน เล่ม 1 หลักเกณฑ์ทั่วไป,2025-11-01,39,0.958333313368056,0.025,0.048215962441314555,0.9583333246425656,50.32746435419401,medium
2426-2552,เตาเผาไฟฟ้า : แบบความต้านทาน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2432-2555,เต้าเสียบและเต้ารับสำหรับใช้ในที่อยู่อาศัยและงานทั่วไปที่มีจุดประสงค์คล้ายกัน : ชุดสายพ่วง,2025-11-01,127,0.6288659761398661,0.0078125,0.013776408450704224,0.6288659835382893,32.13211959944967,low
2434-2552,สายเคเบิลโทรคมนาคม ตัวนำทองแดง หุ้มฉนวนพอลิโอเลฟิน สำหรับการติดตั้งแบบแขวนในอากาศ,2025-11-01,9,0.3846153550295881,0.1,0.19849765258215962,0.3846153595544746,29.155650606831713,low
2438-2552,ที่นอนโฟมพอลิสไตรีน,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2440-2552,เครื่องใช้เหล็กกล้าไร้สนิม: ภาชนะหุงต้มที่มีรอยประสาน,2025-11-01,11,0.06666666222222252,0.08333333333333333,0.1651017214397496,0.06666666300653619,11.58841922231429,low
2441-2562,ถังก๊าซปิโตรเลียมเหลว : ถังคอมโพสิต,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2461-2565,ตู้น้ำร้อนน้ำเย็นบริโภคและตู้น้ำเย็นบริโภค เฉพาะด้านความปลอดภัย,2025-11-01,11,0.636363578512402,0.08333333333333333,0.1651017214397496,0.6363635859990323,40.073265371939094,medium
247-2552,ด้ายเย็บพอลิเอสเทอร์,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2477-2552,ถุงฝายยาง,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2479-2552,ยางกันเรือกระแทกรูปท่อทรงกระบอกและรูปตัววี,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
248-2567,ราวเหล็กลูกฟูกกันรถสำหรับทางสัญจร,2025-11-01,56,0.0,0.017543859649122806,0.033275677456552175,0.0,1.6637838728276086,low
2480-2562,หน้ากากใช้ครั้งเดียวชนิด N95 ลดความเสี่ยงการติดเชื้อทางการแพทย์,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
2481-2552,เครื่องขูดหินน้ำลายไฟฟ้า,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
249-2540,ข้อต่อท่อเหล็กหล่ออบเหนียวต่อด้วยเกลียว,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
2493 เล่ม 1-2554,ภาชนะพลาสติกบรรจุอาหารสำหรับเตาไมโครเวฟ เล่ม 1 สำหรับการอุ่น,2025-11-01,89,0.377358487006052,0.011111111111111112,0.02038601982263954,0.37735849144556366,19.887225563410162,low
2493 เล่ม 2-2556,ภาชนะพลาสติกบรรจุอาหารสำหรับเตาไมโครเวฟ เล่ม 2 สำหรับการอุ่นครั้งเดียว,2025-11-01,141,0.33898304893229914,0.007042253521126761,0.012233022548436157,0.33898305292033504,17.56080377343856,low
2502-2553,พรมทอ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2505-2553,ถุงมือยางที่ใช้ในอุตสาหกรรมอาหาร,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2507-2553,ยางกันเรือกระแทกรูปตัวดีและรูปจัตุรัส,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
2508-2555,กระเบื้องเซรามิก,2025-11-01,208,0.9869646176368934,0.004784688995215311,0.007709414381022979,0.9869646292482418,49.73370218146324,medium
251-2554,ผ้าโปร่งดูดซึม ผ้าพันแผล และผ้าซับ,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
2514-2564,สีอิมัลชันลดความร้อนจากแสงอาทิตย์,2025-11-01,11,0.0,0.08333333333333333,0.1651017214397496,0.0,8.25508607198748,low
2515-2555,สีเคลือบเงาชนิดน้ำ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2517-2561,หลอดให้สารละลายทางหลอดเลือดแบบมีเข็มนำใช้ครั้งเดียว,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2518-2557,ท่ออีพ็อกซีเรซินเสริมใยแก้ว สำหรับใช้ร้อยสายไฟฟ้าและสายโทรศัพท์,2025-11-01,10,0.0,0.09090909090909091,0.18028169014084508,0.0,9.014084507042254,low
2529-2555,สีจราจรชนิดน้ำ,2025-11-01,6,0.0,0.14285714285714285,0.28437290409121396,0.0,14.218645204560698,low
253-2521,แหและอวน : ไนลอนและโพลิเอทิลีน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2532-2563,สีสังเคราะห์ : สีแอซิด,2025-11-01,37,0.8591549174766914,0.02631578947368421,0.0508524833209785,0.8591549275843963,45.50037054526874,medium
2543-2555,มาตรพลังงานไฟฟ้ากระแสสลับ : ข้อกำหนดเฉพาะ มาตรอิเล็กทรอนิกส์สำหรับพลังงานใช้งาน (ชั้น 1 และชั้น 2),2025-11-01,31,0.0,0.03125,0.060739436619718305,0.0,3.036971830985915,low
2544-2555,มาตรพลังงานไฟฟ้ากระแสสลับ : ข้อกำหนดเฉพาะ มาตรอิเล็กทรอนิกส์สำหรับพลังงานใช้งาน (ชั้น 0.2S และชั้น 0.5S),2025-11-01,14,0.0,0.06666666666666667,0.1317057902973396,0.0,6.58528951486698,low
2555-2554,รถยนต์ขนาดเล็กที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยประกายไฟที่ใช้ก๊าซธรรมชาติหรือก๊าซปิโตรเลียมเหลวเป็นเชื้อเพลิง เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 1,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2559-2554,พอลิเอทิลีนคอมพาวนด์สำหรับผลิตท่อน้ำดื่ม,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
256-2540,ประตูน้ำเหล็กหล่อ : ลิ้นยกแบบรองลิ้นโลหะสำหรับงานประปา,2025-11-01,19,0.0,0.05,0.09830985915492958,0.0,4.915492957746479,low
257-2549,น้ำบริโภค,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
2573-2555,เครื่องหมายปุ่มบนพื้นทาง : หมุดสะท้อนแสง,2025-11-01,13,0.0,0.07142857142857142,0.14124748490945674,0.0,7.062374245472837,low
