tis_number,tis_name_th,snapshot_date,num_total_entrepreneurs,import_dependency_ratio,entrepreneur_risk_raw,entrepreneur_risk_norm,import_dependency_norm,risk_score,risk_label
8-2564,ซอสปรุงรส,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
80-2566,ปูนซีเมนต์ผสม,2025-11-01,9,0.0,0.1,0.19849765258215962,0.0,9.924882629107982,low
800-2545,ยางขอบประตูรถยนต์,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
801-2562,นั่งร้านท่อเหล็กกล้าแบบโครง,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
803-2531,เชือกลวดเหล็กกล้าสำหรับลิฟต์,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
805-2565,เครื่องปรับความดันก๊าซปิโตรเลียมเหลว : ความดันต่ำ,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
81-2548,ท่อซีเมนต์ใยหินชนิดทนความดัน,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
812-2558,มอเตอร์คอมเพรสเซอร์ เฉพาะด้านความปลอดภัย,2025-11-01,125,0.9749163863295712,0.007936507936507936,0.014024890081228107,0.9749163977991758,49.447064394020195,medium
816-2565,พอลิเอทิลีนเรซิน,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
821-2554,ปากกาสีน้ำ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
824-2551,สวิตช์ไฟฟ้าใช้ในที่อยู่อาศัยและสิ่งติดตั้งทางไฟฟ้ายึดกับที่ที่คล้ายกัน : ข้อกำหนดทั่วไป,2025-11-01,86,0.8341232187956246,0.011494252873563218,0.02115374237763747,0.8341232286088389,42.76384854932382,medium
826-2531,กระเบื้องซีเมนต์ปูพื้น,2025-11-01,27,0.0,0.03571428571428571,0.06968477531857813,0.0,3.4842387659289065,low
827-2565,คอนกรีตบล็อกประสานปูพื้น,2025-11-01,12,0.0,0.07692307692307693,0.15225713253882267,0.0,7.6128566269411335,low
828-2546,ชิ้นส่วนคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จสำหรับระบบพื้นประกอบ,2025-11-01,381,0.0,0.002617801047120419,0.003367499938549271,0.0,0.16837499692746355,low
829-2563,วงกบและกรอบบานโลหะสำหรับประตูและหน้าต่าง: ประตูอะลูมิเนียม,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
83-2561,น้ำส้มสายชู,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
834-2556,สีโป๊ยานยนต์ : พอลิเอสเทอร์,2025-11-01,10,0.0,0.09090909090909091,0.18028169014084508,0.0,9.014084507042254,low
836-2534,โพลิสไตรีนเรซิน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
838-2531,สายไฟฟ้าสำหรับวงจรควบคุม,2025-11-01,9,0.0,0.1,0.19849765258215962,0.0,9.924882629107982,low
84-2552,ชอล์กสำหรับกระดานดำ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
849-2566,ปูนซีเมนต์ปอร์ตแลนด์ปอซโซลาน,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
85-2548,ตัวนำลวดกลมตีเกลียวร่วมศูนย์กลางสำหรับสายไฟฟ้าเหนือดิน,2025-11-01,9,0.15384614201183525,0.1,0.19849765258215962,0.15384614382178985,17.617189820197474,low
851-2561,แอสฟัลต์ซีเมนต์สำหรับงานทาง,2025-11-01,17,0.0,0.05555555555555555,0.10944183620239957,0.0,5.472091810119979,low
854-2566,อ่างเหล็กกล้าไร้สนิมสำหรับล้างชาม,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
862-2532,บานพับสำหรับหน้าต่าง : บานพับปรับมุมชนิดฝืด,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
865-2544,คัตแบกแอสฟัลต์,2025-11-01,9,0.0,0.1,0.19849765258215962,0.0,9.924882629107982,low
872-2532,หม้อกรองน้ำมันเครื่องชนิดถอดเปลี่ยนทั้งชุดสำหรับรถยนต์,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
875-2565,เครื่องปรับความดันก๊าซปิโตรเลียมเหลว : ความดันสูง,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
878-2566,แผ่นชิ้นไม้อัดซีเมนต์ : ความหนาแน่นสูง,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
879-2553,ไฟแช็กก๊าซ,2025-11-01,24,0.8717948494411578,0.04,0.07827230046948357,0.8717948596975679,47.50335800835257,medium
880-2560,กระจกโฟลตใส,2025-11-01,43,0.9266054960861881,0.022727272727272728,0.04366197183098591,0.9266055069874293,48.51337394092076,medium
882-2532,เครื่องดับเพลิงยกหิ้ว : โฟม,2025-11-01,8,0.499999950000005,0.1111111111111111,0.22076160667709963,0.4999999558823574,36.03807812797285,low
885-2551,บัลลาสต์อิเล็กทรอนิกส์ใช้กับไฟฟ้ากระแสสลับสำหรับหลอดฟลูออเรสเซนซ์ เฉพาะด้านความปลอดภัย,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
897-2564,ไฮโดรเจนเพอร์ออกไซด์สำหรับอุตสาหกรรม,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
9-2550,ลูกแบดมินตัน,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
900-2565,ถ่านกัมมันต์สำหรับอุตสาหกรรมทั่วไป,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
902 เล่ม 2(1)-2563,ดวงโคมไฟฟ้าติดประจำที่สำหรับจุดประสงค์ทั่วไป,2025-11-01,15,0.0,0.0625,0.12335680751173708,0.0,6.167840375586854,low
902 เล่ม 2(22)-2560,ดวงโคมไฟฟ้าฉุกเฉิน,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
902 เล่ม 2(3)-2557,ดวงโคมไฟฟ้าสำหรับให้แสงสว่างบนถนน,2025-11-01,35,0.0,0.027777777777777776,0.05378195096504955,0.0,2.6890975482524775,low
902 เล่ม 2(5)-2563,ดวงโคมไฟฟ้าสาดแสง,2025-11-01,11,0.0,0.08333333333333333,0.1651017214397496,0.0,8.25508607198748,low
909-2548,เครื่องตัดวงจรกระแสเหลือแบบมีอุปกรณ์ป้องกันกระแสเกิน สำหรับใช้ในที่อยู่อาศัยและใช้ในลักษณะที่คล้ายกัน,2025-11-01,61,0.7608695597038437,0.016129032258064516,0.030440708768741477,0.7608695686552504,39.56551387119959,low
910-2532,ท่อโพลิบิวทิลีนสำหรับใช้เป็นท่อน้ำดื่ม,2025-11-01,6,0.0,0.14285714285714285,0.28437290409121396,0.0,14.218645204560698,low
913-2550,แคปซูลเจลาตินชนิดแข็ง,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
915 เล่ม 1-2562,วาล์วถังก๊าซปิโตรเลียมเหลว เล่ม 1 แบบกดล็อก,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
915 เล่ม 2-2562,วาล์วถังก๊าซปิโตรเลียมเหลว เล่ม 2 แบบมือหมุน,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
918-2535,อุปกรณ์และข้อต่อเหล็กหล่อเทาสำหรับท่อส่งน้ำชนิดทนความดัน,2025-11-01,24,0.0,0.04,0.07827230046948357,0.0,3.9136150234741782,low
92-2536,พัดลมไฟฟ้ากระแสสลับชนิดตั้งโต๊ะและติดผนัง,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
921-2551,โต๊ะเทเบิลเทนนิส,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
927-2533,แบไรต์สำหรับเจาะบ่อปิโตรเลียม,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
93-2563,แหนบแผ่น - คุณลักษณะทางเทคนิค,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
934-2558,พัดลมไฟฟ้ากระแสสลับ - คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,339,0.7504332742626806,0.0029411764705882353,0.004015465341066004,0.7504332830913073,37.722437421618665,low
940-2562,ลูกฟุตบอล,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
941-2563,ลูกบาสเกตบอล,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
942-2563,ลูกวอลเลย์บอล,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
943-2564,ลวดเหล็กกล้าข้ออ้อยดึงเย็นเสริมคอนกรีต,2025-11-01,24,0.0,0.04,0.07827230046948357,0.0,3.9136150234741782,low
948-2556,แป้งถั่วเขียว,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
95-2540,ลวดเหล็กกล้าสำหรับคอนกรีตอัดแรง,2025-11-01,18,0.16666666203703717,0.05263157894736842,0.10358290091425747,0.16666666399782143,13.512478245603946,low
950-2547,แอลกอฮอล์แข็งสำหรับใช้เป็นเชื้อเพลิง,2025-11-01,11,0.0,0.08333333333333333,0.1651017214397496,0.0,8.25508607198748,low
951-2533,แผ่นยางรองสะพาน,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
952-2533,หมึกอัดสำเนา,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
955 เล่ม 6-2554,สายไฟฟ้าหุ้มฉนวนยาง แรงดันไฟฟ้าที่กำหนดไม่เกิน 450/750 โวลต์ เล่ม 6 สายอิเล็กโทรดของเครื่องเชื่อมอาร์ก,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
956-2557,หลอดฟลูออเรสเซนซ์ขั้วคู่ -คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,17,0.8260869206049165,0.05555555555555555,0.10944183620239957,0.8260869303235862,46.776438326299285,medium
96 เล่ม 2-2560,แบตเตอรี่ปฐมภูมิ เล่ม 2 ข้อกำหนดคุณลักษณะทางรูปร่างและทางไฟฟ้า,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
965-2560,กระจกเทมเปอร์,2025-11-01,117,0.7111111071604939,0.00847457627118644,0.015103047664518181,0.7111111155265069,36.310708159551254,low
967-2533,กระเทียมผง,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
969-2562,หัวนมยางสำหรับขวดนม,2025-11-01,37,0.5365853527662109,0.02631578947368421,0.0508524833209785,0.5365853590789798,29.371892119997913,low
97-2557,ผ้าเบรกสำหรับยานยนต์,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
971-2533,เสารั้วคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จ,2025-11-01,6,0.0,0.14285714285714285,0.28437290409121396,0.0,14.218645204560698,low
975-2538,กระบอกไฮดรอลิกสำหรับอุตสาหกรรมทั่วไป,2025-11-01,8,0.0,0.1111111111111111,0.22076160667709963,0.0,11.038080333854982,low
980-2552,น้ำยางข้นธรรมชาติ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
982-2556,ท่อพอลิเอทิลีนสำหรับน้ำดื่ม,2025-11-01,28,0.0,0.034482758620689655,0.06721709567751336,0.0,3.3608547838756677,low
989-2562,ถังเหล็กกล้าไร้สนิมสำหรับเก็บน้ำ,2025-11-01,6,0.0,0.14285714285714285,0.28437290409121396,0.0,14.218645204560698,low
998-2553,ภาชนะพลาสติกสำหรับบรรจุน้ำบริโภค,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
999-2533,ท่อพีวีซีแข็งสำหรับใช้ในงานอุตสาหกรรม,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
